agency_id,rooms_page,pax_page
40916,8,4
57002,3,2
57859,6,3
42230,10,3
62923,4,4
15532,1,0
32419,3,0
11142,4,0
22610,4,2
56405,1,0
32359,5,0
48408,4,3
14069,1,0
44437,5,1
36448,7,1
53180,3,1
46519,13,8
65338,3,0
20951,3,0
67335,2,0
42829,2,0
15166,16,5
65789,1,1
38639,22,2
45260,6,0
3866,2,0
59274,1,0
53498,2,1
15850,32,7
15056,2,0
55446,11,0
58292,3,1
52444,1,0
46811,6,2
25245,9,5
33601,9,4
64078,1,0
27119,8,2
21953,7,2
56937,22,3
16394,4,1
19051,22,5
41511,2,2
13467,3,1
41092,2,0
57684,3,1
57337,5,0
44088,1,0
59199,2,1
36395,5,2
26544,9,3
26740,3,1
29292,7,1
44477,6,2
40319,1,1
22703,30,14
5307,13,7
24968,2,1
46391,71,13
47949,30,10
6297,4,0
48095,19,9
28284,81,15
64056,3,0
29156,46,35
45823,6,5
41209,34,19
19125,33,9
39150,3,1
11668,2,2
67384,21,3
35401,10,0
20222,2,0
67393,19,13
62452,2,1
1346,4,0
60960,10,7
65485,3,2
3538,5,5
57793,5,1
67367,9,0
56916,5,2
52092,1,1
31248,14,9
47678,3,3
57620,6,3
25474,3,0
47974,17,7
36266,2,0
57947,9,3
55411,26,11
11574,6,1
34104,2,1
16591,7,1
65594,6,2
46857,9,4
44450,5,1
40873,1,0
5736,13,3
60447,1,1
6195,20,4
31472,2,0
55522,6,3
67399,2,2
62266,1,0
18773,40,6
64736,3,0
40016,6,3
26503,2,0
67377,37,9
37606,22,12
23216,22,9
34843,28,7
15957,3,0
66517,2,0
66903,2,0
56325,1,0
2116,46,19
64340,38,23
37674,1,0
6996,42,13
40356,8,5
19467,2,0
62337,2,0
27633,5,1
39813,2,0
31765,66,10
38245,2,0
59325,3,2
53303,1,0
67386,29,12
25684,1,0
21734,9,1
34677,12,2
27813,2,0
67418,2,0
11347,2,2
31564,17,9
41495,1,0
7339,4,0
16039,1,0
17009,4,0
51706,2,0
39139,1,0
16211,10,4
62627,2,0
67346,26,4
51454,20,5
66674,7,1
67331,1,0
67416,1,0
63205,23,7
67383,10,10
43132,1,0
65774,2,0
24924,2,2
36855,2,0
21919,5,3
39620,1,0
57768,4,3
52483,6,4
47104,4,0
44527,3,0
65534,2,0
54817,5,4
53827,9,3
60239,25,17
62214,2,0
57217,1,0
65442,6,1
8601,27,13
40205,55,10
55365,5,1
63688,5,1
12652,44,24
17901,1,0
53330,7,1
52422,28,5
42232,10,0
31111,2,0
37918,1,1
56934,1,0
61017,2,0
14936,2,0
23917,3,0
27440,13,5
47224,5,0
34895,1,1
24769,3,0
45178,1,0
15353,19,0
43341,6,2
40011,3,0
66116,8,2
19428,3,1
9167,2,0
66151,4,1
1103,3,0
28114,1,1
27070,2,0
60552,4,0
7934,2,1
9360,13,5
67041,4,1
14353,9,8
4063,24,0
5174,2,1
36204,13,3
59962,4,0
3477,4,0
17530,4,3
61826,9,3
15985,6,3
41782,6,0
20326,1,0
64902,1,1
40729,9,8
55354,14,3
11601,10,2
43009,13,7
64190,2,1
56538,4,1
10131,2,0
1260,6,1
13424,10,3
39566,2,1
25514,24,3
1561,58,25
6977,6,3
56488,5,2
35242,2,0
25244,4,1
62595,4,0
67005,13,3
40865,2,2
669,15,5
65060,5,1
6001,17,0
25962,1,0
18292,2,1
883,32,5
26320,10,6
61642,1,0
61386,1,0
1126,5,0
65834,1,1
35153,9,0
52762,1,0
33586,10,2
65545,2,0
40543,2,0
9733,1,0
40747,3,0
46839,6,4
33086,4,3
64207,2,0
12769,2,2
7161,1,1
10836,1,0
16818,2,0
16561,4,0
14058,5,0
30804,1,0
8231,1,0
30821,3,1
38088,124,1
23794,4,0
45480,1,1
7303,1,0
15379,10,0
24358,1,0
36646,13,0
66394,4,2
35423,12,6
64480,75,59
33268,11,6
27129,1,1
9494,33,8
42331,2,1
5675,8,1
210,6,5
20847,13,3
2672,7,2
27804,10,0
1306,19,17
36219,15,0
41428,2,2
67437,22,3
67184,51,14
45412,2,2
60463,2,0
4635,1,0
46232,2,1
54576,4,0
57026,8,2
14849,1,0
59687,1,1
36079,2,0
59717,2,0
1713,5,0
54532,1,1
67401,1,0
45140,16,1
62416,15,9
63973,1,0
13357,4,0
42776,7,0
56150,23,5
65863,57,15
53738,2,1
31791,3,2
62271,1,0
57513,7,0
27816,32,9
10696,10,1
32015,3,0
27526,5,2
64695,1,0
36845,4,1
65492,5,0
57331,3,1
24188,4,3
27406,3,2
12390,12,0
53460,10,8
41106,4,2
55705,1,0
17887,1,1
62516,4,1
50007,7,0
60308,3,1
25730,2,0
5588,7,3
57055,1,0
1213,6,0
64246,1,1
5170,5,0
20679,3,2
63983,13,2
11964,3,1
58393,2,0
48874,5,0
66700,2,0
5091,1,0
61524,6,3
64273,4,2
36778,7,0
9648,1,1
66213,8,5
38712,2,1
16983,6,0
42203,1,0
37689,4,0
50290,1,0
62314,12,3
28492,7,6
14306,1,0
21978,4,0
13401,8,5
27711,1,1
30462,2,0
38061,3,0
19365,11,7
63911,4,2
33210,1,0
50326,2,0
9696,1,0
9165,18,4
21748,8,3
63671,1,0
48296,2,0
48561,15,5
27857,1,0
1251,5,1
10024,5,0
5309,6,1
9898,1,1
59535,2,0
67270,3,0
30631,12,1
60464,16,5
14373,1,0
55319,3,1
61184,2,1
52482,2,0
63796,1,0
25318,5,0
15577,19,8
10739,23,14
67348,20,10
60562,3,0
21198,1,1
42522,1,1
2760,4,3
63599,12,6
15831,2,2
67454,5,0
61614,2,1
31333,6,0
22162,1,1
235,1,0
27565,6,2
2270,1,1
66693,23,0
15836,1,0
63203,2,0
58120,6,1
41342,6,1
42285,2,0
45013,5,5
65535,16,6
42296,11,4
27692,2,1
55073,5,1
54519,22,7
29800,3,2
65054,7,5
5545,7,2
19744,1,0
55959,6,1
58454,2,1
56951,1,0
51565,9,0
12800,11,3
54490,11,8
41832,32,2
7904,5,4
66531,5,1
17497,2,2
63920,4,2
52500,16,10
67282,1,0
62071,1,1
60865,1,0
63495,44,6
44313,9,0
31015,14,5
67381,2,1
30954,1,0
49012,5,3
33003,3,0
31642,3,1
42802,1,1
53925,3,0
10507,5,5
27846,5,0
8756,7,4
16669,1,0
10251,3,0
19560,2,1
33817,26,0
37951,15,0
14052,7,3
11382,9,0
31297,36,13
27970,4,0
57820,3,0
48621,3,2
44867,1,0
56226,6,4
40859,1,0
67476,3,2
57988,5,2
10727,9,5
43317,4,0
49160,6,0
31227,1,0
38042,15,7
46335,2,1
12658,1,0
7441,33,19
23675,4,1
57972,7,2
20931,12,2
37940,7,3
13881,1,0
41876,9,6
46450,15,4
27302,7,6
12385,14,3
38657,4,0
5415,8,5
11745,19,4
64772,4,1
49443,2,1
12525,7,4
18879,3,1
21284,12,0
26630,4,1
17852,4,3
18881,8,1
59010,1,0
26751,1,1
12298,7,1
63450,6,4
62243,5,3
65882,12,0
53209,1,0
10698,3,1
31921,35,16
25930,1,0
20469,1,0
36362,1,1
16773,1,0
9195,3,0
15243,1,0
12060,1,0
12630,22,8
57710,3,3
61477,4,1
21079,3,2
67467,5,0
57402,1,0
43329,3,1
67205,7,4
15059,3,0
34077,6,4
29788,7,2
33686,2,1
57263,3,0
14761,6,0
45555,7,0
27576,3,2
35377,16,15
62275,1,1
57122,14,3
33575,1,0
28631,4,1
59803,11,2
61557,1,0
67461,4,1
65318,14,0
31392,25,9
28900,3,1
57924,2,1
64641,6,2
24249,10,3
67486,12,7
29403,5,0
64903,3,0
56326,1,0
9725,1,0
56985,2,1
39397,10,3
44783,6,3
60497,2,2
59315,2,1
10266,6,0
57523,1,0
53834,2,1
12733,3,1
33975,1,0
54204,19,11
10358,1,0
8652,4,1
61955,2,0
2701,1,0
16720,28,11
33454,3,1
57184,1,1
39625,1,0
55115,1,1
63607,1,1
65137,3,0
56122,27,13
14723,9,4
41320,2,2
12128,18,14
67279,1,1
16044,8,2
49010,2,0
6277,4,0
17149,31,15
66945,1,0
40124,5,1
58172,4,1
8025,5,3
41124,1,1
34798,6,0
49235,2,1
43362,3,0
53902,12,7
36798,2,1
64431,1,0
56793,8,0
55082,2,1
58585,15,7
15373,29,8
19136,19,7
26810,2,1
23560,1,0
2076,1,1
56114,1,0
10050,10,2
37427,1,0
41544,2,0
30609,1,0
42344,5,4
41347,32,6
34844,1,1
12986,1,0
19824,18,5
43345,12,1
49114,2,0
5710,8,1
59682,7,4
27309,6,1
63447,1,0
66135,2,0
67503,3,1
33845,8,0
30560,12,2
42524,2,1
67511,20,15
62027,7,0
62734,3,3
49093,4,0
13731,9,4
60348,1,0
46334,2,0
65392,3,1
22184,21,3
12416,41,23
27819,3,2
61133,61,31
41837,8,4
41948,2,0
19703,3,2
59768,2,1
37757,3,3
47510,2,0
25408,2,2
32896,1,0
24860,1,0
12808,16,2
47407,1,1
55949,1,1
52613,4,2
14095,1,0
66085,18,9
2257,9,0
52695,5,3
13568,1,0
26904,3,2
1725,20,6
58573,9,5
35677,1,0
54947,6,4
67439,4,0
1710,8,4
46791,2,1
2158,2,1
37388,2,1
60556,1,0
19955,5,0
4579,12,4
61915,1,0
121,36,15
2987,3,2
57923,1,0
2923,2,2
60347,7,1
42093,1,1
65847,1,0
61815,1,0
52551,4,1
65167,17,5
61030,4,0
50083,2,1
65646,1,1
67363,2,1
61132,2,1
33736,9,1
19187,4,1
27820,2,0
33641,1,1
22432,5,1
54254,5,0
67497,2,0
3735,1,1
47846,1,0
8838,7,1
53158,1,0
8593,3,1
20478,22,6
67176,7,2
56888,1,0
930,13,7
46148,2,0
64390,3,0
64415,3,1
55874,1,1
59279,1,0
67489,5,2
44648,7,7
64567,30,14
66255,2,1
61194,2,0
33284,4,2
43128,5,3
58411,2,1
54758,12,4
48089,32,11
14754,4,4
41660,163,8
64934,12,8
65842,10,6
4841,5,2
26589,2,1
10440,8,0
46121,8,0
61938,1,0
67530,10,2
10356,4,0
67558,26,20
45172,8,1
44407,10,1
61882,24,7
52680,1,1
31713,8,5
54757,4,2
56142,3,1
19149,6,0
37994,1,1
12818,4,0
37996,1,0
67535,6,0
21673,18,9
64072,4,0
67536,19,9
58802,3,1
13584,5,0
29728,3,1
27570,1,0
13286,6,2
64114,3,1
21174,2,0
60059,6,3
48911,8,3
30213,3,3
4435,1,1
67561,3,0
30677,3,0
61751,6,3
62492,4,0
15877,17,5
54744,1,0
65050,1,0
11551,2,1
64012,30,16
11300,7,3
56252,8,4
59147,1,0
39247,2,0
62710,2,2
61848,2,0
24024,2,0
47984,5,0
67380,1,0
21125,4,0
24957,1,0
62165,4,3
21674,2,2
57692,1,1
20946,8,4
16178,12,4
13829,3,1
11903,1,1
14611,1,0
32214,18,3
60987,2,0
13667,1,0
41370,1,1
47308,1,0
53454,6,1
39143,4,4
45830,4,0
16617,2,2
10019,2,2
47253,1,0
67540,11,0
22305,3,1
47461,2,1
57719,2,1
15122,1,0
2345,1,0
7422,3,3
67574,22,4
21802,65,1
51548,13,5
60893,5,0
66011,127,20
34432,7,1
16957,5,3
55150,1,0
50308,1,0
64020,5,0
63126,8,0
64598,1,0
21758,18,11
64432,1,0
62705,3,1
59751,8,1
21397,7,2
58840,1,1
29473,1,0
15301,3,1
794,1,0
67529,12,3
25111,5,0
49122,15,2
64023,1,0
26363,6,3
67485,2,2
67400,44,11
4617,1,0
55304,1,0
67571,1,0
67585,21,3
65528,1,0
53591,3,0
13207,1,0
24513,1,1
1308,1,1
7110,2,0
64205,2,1
55293,8,5
11200,4,2
57961,1,0
62599,1,0
25224,3,3
67479,18,0
1033,6,6
442,4,0
67322,5,2
58305,1,0
26289,1,0
66141,8,0
200,4,0
12839,4,1
45175,9,4
25234,6,1
55881,18,1
57471,6,1
53687,8,3
41363,2,0
51381,28,7
64433,10,8
33323,3,0
67469,2,0
2168,2,2
57419,4,3
41537,2,1
67001,3,1
40742,3,0
11938,4,0
19444,3,0
66528,4,1
57634,12,4
59125,3,0
33851,5,0
36426,6,4
67459,1,0
11784,1,0
24842,11,2
14123,7,0
67560,2,1
52012,3,0
59932,11,5
61831,3,1
62887,19,1
33220,23,11
24551,10,3
62481,1,0
52301,9,6
63263,4,1
12527,1,1
26412,2,2
8787,2,0
17037,2,0
5931,6,3
15222,1,1
27913,3,2
20462,1,0
62085,19,6
67570,1,0
67442,4,0
67449,6,5
36375,1,0
41940,3,1
59640,6,3
4621,2,1
67607,14,13
44776,6,0
35214,4,4
10392,7,3
23837,32,4
42378,7,3
16471,6,1
56202,5,0
42986,16,1
38357,18,6
13363,4,0
12406,5,0
34160,1,0
59820,1,1
39343,3,2
6323,5,5
56709,2,1
42691,2,0
65936,1,0
65870,2,1
62962,1,0
36991,11,1
36541,2,0
17386,1,0
38052,2,0
21240,1,1
62496,12,6
36262,2,1
45880,8,0
67531,11,5
25403,5,1
32491,6,2
31848,21,14
55577,3,1
53476,7,1
61805,2,0
20549,1,1
43019,2,0
65795,6,1
15869,7,2
66299,2,0
57915,16,5
52899,1,0
48696,7,4
34430,3,0
47745,6,0
64099,1,0
48064,1,0
15118,1,1
52279,10,10
15830,2,0
45956,13,4
64938,3,2
21138,6,4
51581,1,0
54863,1,0
58535,1,0
14850,1,0
56387,1,1
6308,2,0
63940,4,0
30774,3,1
67630,2,0
30500,3,3
53626,2,0
67595,1,0
31180,23,2
52701,4,2
35862,1,1
36050,3,0
39726,13,10
66967,2,0
13330,8,0
52727,1,1
39426,6,2
16776,10,6
67481,1,0
62778,7,0
4569,8,7
37622,2,0
60844,12,5
67620,16,5
62111,2,0
36105,3,3
34623,4,2
1991,4,0
65919,11,2
62732,9,0
20458,16,0
56893,5,1
42761,2,0
52611,1,1
67563,27,0
19502,1,0
65793,2,1
63434,5,3
60006,3,0
24199,1,1
4623,10,3
34610,7,5
60654,4,0
67608,7,4
20464,2,2
12444,4,0
59528,2,0
17612,1,0
21866,4,0
64507,2,1
13728,1,0
45193,3,2
59698,3,1
64353,1,0
26099,3,1
14765,9,0
63855,20,3
45135,1,0
8734,3,1
60251,1,0
13517,1,1
30616,17,2
67650,2,0
16489,2,1
38705,5,3
65619,1,0
22400,3,0
13892,1,0
31482,8,5
63817,4,3
35033,10,1
45346,5,2
64914,1,0
60642,2,2
17624,1,1
41666,7,5
19604,4,2
40037,1,1
12526,2,0
12632,1,0
7716,1,1
53623,1,0
56579,1,0
20715,6,4
45194,5,3
17565,2,0
1028,1,0
15747,6,2
26097,7,4
55905,8,0
3592,1,0
33627,3,3
6126,25,22
67648,2,0
5062,3,1
59660,1,0
36617,1,1
2048,2,0
62480,1,0
20015,3,0
832,2,0
21982,1,0
65281,2,0
19405,2,1
64025,1,0
9934,3,0
4213,3,0
1755,3,0
34428,1,0
44532,7,5
46977,2,2
58324,8,1
67659,43,7
46324,6,6
51481,1,0
13583,2,0
23026,6,2
67538,24,20
67621,1,1
13744,4,2
12554,12,6
67254,1,0
41414,3,0
59381,2,0
62612,2,0
13531,9,5
67662,7,6
57454,1,0
64009,2,2
6837,1,0
67673,8,4
43290,10,8
65211,2,0
32337,1,0
15312,1,1
53628,4,0
24764,2,0
67576,1,0
34389,2,2
52317,3,0
15859,3,2
29158,12,5
67677,1,1
30703,1,0
40756,2,1
12293,1,0
42182,1,1
65517,4,0
48712,1,0
61628,1,0
41989,1,0
48177,5,1
28735,2,1
10269,1,1
62131,2,0
61229,1,0
31007,1,0
43122,15,4
10471,9,4
41725,4,0
36580,7,1
55849,1,0
30260,3,0
17657,3,0
57990,1,1
39534,5,2
64933,5,1
67645,1,0
67642,1,0
35406,2,1
11737,1,1
9123,2,0
36935,11,0
929,8,0
61124,2,0
42040,1,0
4306,1,0
44795,1,0
34016,2,0
67290,3,0
36023,1,1
60240,2,1
344,1,1
67687,62,18
16915,1,1
776,1,1
43074,1,0
6059,18,12
59941,5,0
53768,5,4
53654,3,2
39324,3,2
25681,2,1
66351,12,0
63506,3,1
36734,12,2
26355,1,0
24124,3,0
7002,2,0
57196,4,1
51523,1,0
48622,1,0
4677,12,10
38066,1,0
7340,3,2
33685,9,0
67697,5,1
54134,1,0
1707,1,0
58594,4,3
39936,1,0
67676,5,2
58323,1,1
12595,1,0
11647,5,4
67614,9,5
52907,1,0
33118,1,0
394,19,6
39231,1,0
59401,3,0
57046,1,0
56940,1,1
46358,9,5
24705,1,0
730,9,0
22565,3,0
12034,5,0
55012,3,1
37294,1,0
14530,2,0
592,4,1
40522,2,0
66888,14,5
55156,2,0
64978,1,1
19542,23,7
13211,10,3
65024,2,1
52152,11,1
35617,4,3
6163,1,1
12012,6,0
66117,1,0
6215,4,3
26091,8,3
63490,2,2
42328,11,3
59061,1,0
31866,1,0
51993,2,1
403,9,1
47701,1,1
60158,2,0
9622,1,0
62968,1,0
26844,6,0
17581,9,0
21270,1,0
15695,3,0
49839,4,1
20215,9,5
44290,10,3
53742,1,0
4440,128,0
30180,1,1
14654,2,0
46788,1,0
14508,3,1
7474,1,0
44,1,1
52905,1,0
62689,1,0
67063,11,0
44814,1,0
48690,2,2
189,1,1
3539,2,2
52898,2,1
61252,2,0
34106,3,0
45354,10,6
740,2,1
60931,1,0
67169,7,0
28988,2,0
22617,4,0
26271,4,4
49090,18,1
51555,1,0
15253,2,0
5933,4,4
24892,18,9
44300,1,0
22134,12,2
17170,1,0
52489,1,0
34126,4,1
42814,10,1
59984,1,0
19504,9,0
25460,2,1
55621,3,0
10557,5,0
40529,1,0
34117,1,0
40410,3,0
2409,5,2
56260,2,0
29313,1,0
44428,1,0
63791,14,0
12354,3,0
25029,2,0
736,4,1
10338,2,1
24926,2,0
49074,2,0
67721,1,0
66530,2,0
65792,1,0
67724,1,0
63012,1,0
10250,4,0
46557,1,1
52979,2,2
65624,2,2
19216,4,1
33981,1,0
54846,4,1
58488,2,1
49287,9,5
62889,1,0
46786,4,0
47433,1,1
48071,6,2
13546,5,2
12985,3,0
34425,5,1
16851,11,3
48618,1,1
25510,3,0
6299,1,0
34649,8,3
67420,1,0
62757,4,1
60322,1,1
22619,1,0
67472,6,4
23109,5,1
25815,2,2
53726,5,1
48044,5,2
23551,5,0
39943,33,26
61974,1,1
20720,1,0
40155,4,0
8716,1,0
18551,9,1
23627,1,0
24088,3,1
21885,6,2
15996,3,1
17486,1,0
26895,1,0
11035,1,0
19829,1,1
28827,2,0
54485,1,1
63308,6,0
56870,2,2
17039,1,0
64747,9,0
30460,5,4
26367,2,0
58480,1,0
8660,3,0
29283,1,0
13627,9,1
5641,11,0
2484,2,1
30396,5,1
409,2,1
12224,5,0
60628,1,0
67729,1,0
59572,1,0
67738,1,0
63522,1,0
67741,1,1
54597,3,0
35282,6,0
56120,1,0
25113,2,0
57282,1,0
12149,10,2
47887,4,2
11772,1,0
58957,1,1
34821,1,0
46555,1,0
40265,6,5
21891,2,0
16342,1,0
20246,2,2
63497,24,3
44279,2,0
48625,1,0
56004,1,0
27477,1,1
64223,1,0
32260,1,1
62097,1,1
38633,12,2
43113,1,0
59762,7,2
66806,1,0
61605,3,1
59287,3,1
64191,4,1
24316,3,0
47344,7,0
60484,1,0
57456,3,1
67397,4,0
36658,9,7
67742,3,0
66252,1,0
56418,2,1
23048,1,0
67756,33,1
66472,2,2
58166,1,0
14066,5,0
7192,7,1
67760,1,1
7490,1,1
67766,3,2
44535,1,0
40120,2,0
17005,1,1
67770,1,1
52690,2,1
7873,3,2
4217,5,2
67768,3,1
21139,1,0
24600,1,1
32819,1,1
42713,1,0
48590,1,0
1551,2,0
15558,2,2
48960,2,2
67777,1,0
41538,2,2
64749,9,1
54351,2,0
26701,1,1
14651,3,0
9347,1,0
65071,1,0
49346,1,0
39882,1,0
65005,1,1
5873,2,0
22743,1,0
54343,1,0
66951,1,0
67678,7,5
29393,1,0
23442,15,13
40266,3,2
20960,1,0
370,1,0
8073,1,0
60495,1,0
53298,3,1
55262,2,0
381,2,2
4294,21,3
33803,5,1
16632,2,0
55008,1,0
1948,1,0
4826,1,0
26475,2,2
67716,7,1
56855,1,0
17090,1,0
66199,1,0
59754,6,5
61866,2,1
5065,2,0
11312,2,0
35088,20,3
46399,11,1
59355,2,0
42106,4,0
18003,1,0
1577,1,0
64022,3,1
6238,9,3
64250,1,0
34120,1,1
46380,1,1
8388,2,0
45600,1,0
21437,2,0
31878,1,1
58167,1,0
67785,3,1
39396,2,0
959,3,0
54381,2,0
639,36,2
42906,1,1
67788,2,0
67512,3,0
53214,2,0
18548,1,0
56160,2,2
60528,1,0
66448,7,3
67505,6,4
6142,1,0
49957,1,0
21632,9,2
21549,1,0
38671,16,12
41650,1,0
41619,1,0
48467,2,0
67801,8,2
44127,5,2
67647,1,1
63716,2,1
47289,1,0
54893,1,1
32923,3,1
10464,2,0
11357,3,0
31066,2,0
18702,2,0
52349,1,0
61344,22,2
28144,5,4
486,1,1
24965,11,3
66944,16,5
48300,4,4
67590,1,0
67798,15,6
46942,5,1
67631,1,0
39399,1,1
52321,1,1
46781,7,7
20633,2,1
35186,1,1
10263,2,1
39353,1,0
12842,2,0
25872,1,0
31708,4,2
67179,3,0
67764,1,0
36210,1,0
67708,1,1
37353,1,1
19343,1,1
67806,7,2
36995,1,0
32660,2,0
67810,1,0
11373,3,1
61497,1,0
49359,5,3
29052,1,0
44564,1,0
23154,2,2
34854,2,0
14600,1,0
53152,1,0
2538,1,0
17446,4,1
37546,3,2
59907,3,2
28928,1,0
53039,8,6
47425,1,1
21994,1,0
63074,1,1
9075,11,7
5263,1,0
48740,2,0
39637,1,0
42086,1,0
66896,1,0
61317,2,0
67826,17,10
62122,7,2
56929,2,0
27882,15,1
40367,3,3
54080,1,0
40786,2,2
12205,11,0
36025,5,1
23705,2,0
67378,2,0
13045,4,0
56524,10,3
61629,1,1
26732,2,0
20125,1,0
63658,1,0
46867,1,0
60092,1,0
57504,5,1
44637,10,0
56617,1,0
59680,1,0
58401,5,4
63801,1,0
26309,1,1
61828,1,0
10581,1,0
3311,1,0
13279,3,0
31226,4,1
50068,2,2
44238,1,0
30483,1,0
59675,3,2
25825,4,2
37564,1,0
8492,1,0
22680,7,0
67838,4,2
51625,4,1
67845,1,1
17655,3,0
7540,1,1
5769,2,2
55689,2,1
11560,2,1
53794,12,1
31886,1,0
45111,6,2
63650,3,1
22129,1,1
53562,4,0
37797,2,0
58321,2,2
54629,1,1
67848,3,1
2915,1,1
16320,10,6
15652,2,1
61491,1,0
64904,4,0
15837,1,0
24241,7,1
67853,2,0
44903,1,0
56118,1,0
35411,6,2
29369,1,0
40023,3,2
11881,1,1
39477,2,1
63964,1,0
19150,1,1
39829,1,0
45136,3,0
19711,1,0
29688,3,1
55467,2,2
56365,1,0
11805,1,0
55576,2,0
58740,1,0
11889,3,0
65340,2,2
10520,4,4
56571,2,2
10185,1,0
54230,1,0
67855,11,4
40693,2,1
47548,1,0
10472,2,0
21747,1,0
57258,2,0
29074,2,2
55224,1,0
29507,5,2
27254,2,0
57162,1,1
24487,3,1
12605,7,5
24285,4,0
4835,9,6
66171,2,0
42204,1,0
62717,1,0
62943,1,0
67723,4,0
26508,5,0
59187,2,0
67868,1,0
38332,2,0
65457,1,1
51990,3,0
45203,2,0
58477,1,0
11553,2,0
20635,1,0
67872,1,1
5096,1,0
2269,8,1
11777,25,8
35887,2,2
67382,1,1
67836,3,0
61494,1,0
57027,2,2
56781,3,0
67891,1,0
47233,5,1
59764,1,0
56763,1,0
67765,1,1
59204,1,0
61890,1,0
18873,1,0
23184,1,1
46363,1,1
44857,2,0
19324,1,0
15574,7,0
45387,1,0
61195,1,0
29711,6,4
55136,5,1
67841,4,2
52572,1,0
67905,6,0
36302,2,0
23061,1,1
54882,1,1
45049,1,0
21484,1,1
53092,1,0
6387,2,0
66086,1,0
67858,1,0
26632,1,0
49092,1,0
54833,1,0
56152,22,0
35584,1,0
55176,1,1
64793,1,1
59194,1,0
51690,2,2
34434,1,0
57236,4,1
11463,1,0
39292,1,0
37998,2,1
67896,1,0
25988,1,1
29247,9,0
37491,4,1
67598,2,2
49858,1,0
8014,1,0
67883,3,3
67543,3,1
40637,1,0
57467,1,0
63371,1,0
59376,1,1
6330,1,1
57932,1,0
5104,2,0
53800,1,1
36064,1,0
32434,1,1
27547,3,0
16474,1,0
1048,1,0
36,3,3
18376,2,1
66088,1,0
23443,1,1
1410,1,1
40881,1,0
48386,3,1
8926,2,2
11022,1,0
56832,1,1
50063,1,1
34337,1,1
57101,4,0
53543,3,1
