agency_id,rooms_page,pax_page
56702,1,0
32945,2,2
10196,6,1
12316,73,21
59184,18,5
52704,35,26
54740,18,2
4683,58,4
4942,31,8
60937,8,3
58334,8,2
54790,8,0
53924,8,0
57083,3,0
33878,1,0
25975,8,2
38329,14,4
36713,18,3
42643,4,0
60168,53,18
61612,11,6
63615,45,0
15606,48,17
834,15,1
37410,20,4
48164,64,26
40376,13,3
3529,33,17
50191,72,17
59016,16,4
60962,34,8
64330,83,22
10685,14,6
16196,1,0
21218,2,2
4681,104,22
17408,77,15
61505,11,2
42927,112,21
58853,53,0
38587,25,2
50334,47,35
48448,141,43
55040,52,4
46088,102,4
12646,18,4
61433,80,6
41783,40,2
39947,6,0
13534,49,21
41715,79,18
10166,9,2
64177,6,0
61178,76,2
45621,1,0
13903,76,5
60175,8,1
51399,46,8
21498,40,13
13362,8,2
16596,48,15
63727,28,13
36182,16,14
22746,165,21
35855,5,1
38754,62,9
24234,19,1
39302,66,23
44508,49,11
37128,19,3
31108,8,2
65811,2,0
63849,37,0
63271,35,9
64802,5,0
61055,53,9
39798,8,5
67158,2,0
3761,11,2
42142,2,0
63473,14,11
37469,8,2
36479,20,2
11236,62,12
60810,5,2
63521,49,16
63519,9,2
56420,77,9
65552,8,4
41789,88,6
55492,56,1
65894,2,1
40635,10,3
63893,11,4
63236,15,7
52855,123,16
35502,28,7
40706,74,22
62534,64,12
41815,35,9
55030,38,4
57179,1,0
20871,14,5
30501,111,18
10163,13,1
11340,86,24
11626,48,4
19133,12,7
51605,30,5
59142,39,10
35440,7,2
63965,47,21
54175,7,0
21182,24,13
57403,15,8
32891,38,1
15012,9,2
48509,26,4
37295,113,31
42418,54,3
41817,29,3
48346,64,4
60806,81,12
60499,38,6
54187,14,6
41987,1,0
48719,11,2
18663,51,0
48881,86,27
2716,5,5
61966,101,17
10374,25,8
35260,24,1
62120,8,2
62510,9,3
64007,2,0
42400,57,3
16162,23,1
20219,51,5
54699,12,2
5742,37,1
36662,21,9
64661,18,5
32372,6,3
8099,91,28
7930,20,1
20977,7,3
6324,53,15
52501,45,8
12534,6,0
56921,11,5
15424,54,13
44232,82,23
11345,13,4
51987,2,0
6004,70,22
20296,19,19
64334,20,2
49226,87,28
36427,34,14
39838,107,78
7147,49,21
20259,23,10
63498,11,0
52344,9,0
51451,24,4
34558,16,4
61796,17,10
55598,7,7
40566,3,0
65319,2,0
14687,26,3
64401,1,0
29152,26,8
30880,11,3
29670,10,1
12398,24,4
54228,2,0
62666,1,0
63856,14,7
18267,46,10
38547,2,1
23196,8,5
56939,1,0
31844,4,2
34975,13,4
10812,38,2
49934,18,5
57671,29,2
31790,19,11
18293,12,5
4898,2,0
18368,35,5
11498,52,15
48485,4,0
59099,3,2
20097,132,59
60256,62,19
31602,81,42
48481,7,4
63510,11,4
16264,62,18
57656,25,2
49060,28,17
49371,1,0
10468,32,5
48608,6,3
25342,3,1
21352,7,0
15799,8,0
47365,24,12
31070,12,5
26089,33,8
39611,16,5
7856,46,10
62160,3,0
57107,9,7
19068,11,1
8535,4,0
65818,14,0
66317,29,14
59261,2,1
67172,8,5
62741,14,1
23447,41,7
66196,71,22
2824,96,22
54958,7,4
13242,2,2
65762,4,4
33181,30,8
65125,46,17
13354,2,0
53582,9,1
13548,108,10
40252,8,0
11376,180,71
407,11,2
10346,9,2
44073,10,7
56930,6,1
10688,9,1
12367,88,32
19127,13,7
24550,18,0
66885,2,0
41536,50,18
59161,8,8
27372,15,7
39309,2,0
11403,23,11
66861,4,3
19129,36,16
25002,28,12
32722,24,16
40841,41,14
10206,33,6
6506,13,0
31643,65,8
35923,23,7
12290,92,45
56188,16,3
46388,11,4
61402,6,3
24816,48,21
7092,32,11
15561,15,2
58394,37,9
18897,152,33
62601,50,34
8278,66,8
60024,10,2
66670,10,4
49079,81,7
48087,2,2
15417,4,4
49091,21,8
44346,15,12
33877,19,12
11681,114,15
28382,28,9
24687,38,12
64905,75,17
24747,21,15
41661,76,15
679,63,18
56551,2,1
66260,49,18
9856,26,7
61495,2,0
11288,8,4
57936,41,19
67147,9,6
42566,3,0
20179,53,20
19416,50,19
56714,7,2
56463,15,7
35605,9,1
47221,70,20
11180,38,23
21365,57,6
20339,55,18
10514,23,3
19709,31,0
8399,26,2
24809,16,10
12802,19,2
36989,29,8
31109,6,0
15410,64,14
28593,216,47
45787,1,1
60376,2,2
64304,2,1
45989,35,20
35229,41,3
7111,60,19
54843,11,3
11346,18,2
41605,40,13
39695,20,5
23694,41,15
20235,114,16
55243,49,11
21353,3,0
45027,14,5
29229,21,7
25238,94,23
27120,25,7
66889,11,1
61545,1,0
36254,15,6
44322,12,0
29915,139,31
65126,38,5
32462,22,9
58626,1,0
42785,25,6
17900,72,53
19922,6,3
65907,1,0
38018,33,5
51983,4,1
57050,70,13
13232,12,4
35051,43,18
16659,4,2
15478,127,50
59492,57,13
24817,2,1
55454,34,13
58587,1,0
13417,2,1
327,79,37
65354,40,20
16570,36,7
67178,1,1
44250,3,1
27118,39,26
53691,45,22
54345,102,18
17313,7,3
57425,38,1
12459,9,2
63937,11,4
29840,71,26
60870,30,16
1952,20,9
3927,24,0
11492,6,1
40373,42,12
42912,56,14
47170,20,9
30769,257,69
12184,1,0
19649,18,0
61206,12,6
33173,14,8
51588,10,5
10610,35,14
57674,41,10
57628,11,0
10862,46,4
54865,12,2
56290,25,12
20760,43,7
26150,24,8
4840,49,16
40197,2,0
39539,25,6
63984,24,0
15643,36,12
57291,16,4
67161,5,2
45250,1,0
37327,31,1
24936,10,3
61202,41,0
35839,15,3
41048,57,22
38509,20,3
52306,2,1
66119,13,2
21755,82,13
38517,10,3
66553,10,4
26102,55,4
23693,19,4
46005,14,3
40740,87,21
28647,20,3
3433,20,4
22154,2,1
59574,3,1
53041,1,0
21594,10,9
26101,4,2
47029,2,2
41289,20,1
21774,18,0
10253,9,3
65092,19,5
23554,49,8
66859,15,1
57483,5,0
28923,1,1
6260,29,18
13647,28,7
41726,84,13
48280,11,6
11100,23,12
64101,7,2
40203,32,7
53164,8,0
26402,65,20
67073,5,5
56221,29,3
48193,94,19
17463,89,15
46829,2,2
44925,7,1
53233,2,0
45742,1,1
21313,10,0
63414,5,3
66893,37,9
59200,2,0
10987,43,18
24025,5,0
46339,7,4
37946,1,1
46937,4,3
42322,12,4
15063,44,7
15357,35,2
22047,24,4
44078,10,4
11926,33,8
15756,39,8
34441,2,1
17621,27,4
27667,1,0
21857,2,1
21147,5,0
63393,1,1
58560,118,20
25957,2,0
63040,1,0
53528,62,2
46007,8,1
2292,5,3
5629,37,20
35692,3,1
40858,8,3
29307,149,73
14339,39,7
61047,36,7
40357,61,18
33771,103,25
32848,1,0
64075,7,7
53288,15,1
52242,7,5
65742,11,1
39264,35,18
65830,18,9
15231,62,18
38773,47,8
3730,31,5
101,157,51
49064,54,5
65652,20,9
45857,4,0
19818,28,10
60259,19,0
11083,18,2
59906,1,0
10885,37,5
4584,202,31
29,35,5
16513,27,12
61833,4,4
16221,42,14
40219,106,19
5205,54,16
59669,30,4
65501,3,0
24343,24,4
25041,229,98
38155,32,6
56708,58,10
40031,99,49
33659,6,2
35009,72,21
60302,18,2
54956,2,0
50080,3,0
23529,11,4
41515,3,3
18266,1,1
18626,2,0
44919,1,0
46475,2,0
59413,8,0
45249,10,4
64069,19,0
4850,1,1
45390,3,1
40347,42,17
65878,2,0
20681,56,19
16607,8,0
39901,8,0
44562,2,0
15798,22,2
30909,9,2
50039,2,1
2498,47,30
56227,42,10
55244,2,0
39459,59,4
47897,21,8
27546,3,2
28488,80,6
53893,20,0
34977,3,1
63854,6,2
45543,38,15
27593,24,4
61335,212,16
15891,8,2
30178,10,2
18786,34,9
62763,4,0
61802,1,0
42330,29,6
63538,27,16
44333,25,11
64485,11,4
57434,45,3
55434,5,1
29516,12,6
30271,34,3
43097,11,4
41592,67,11
40817,9,2
40711,5,0
24091,27,2
3032,37,13
58758,10,3
52252,28,12
13145,18,6
14938,264,121
47031,22,4
3842,2,2
57818,8,3
28449,16,3
19108,3,2
36834,17,5
29185,7,4
12369,4,0
66833,21,15
30182,1,1
25304,103,5
14013,6,3
15453,21,7
44980,2,1
65713,13,4
48447,23,3
60493,17,10
48510,2,1
39238,22,3
9985,6,2
925,92,25
58995,26,4
9479,7,2
25220,20,12
48415,12,2
59296,3,0
60511,21,6
28417,118,40
47725,11,5
31669,21,2
56874,5,0
39682,14,8
29960,24,2
21221,27,10
26969,2,0
42153,138,30
39366,10,1
48853,17,8
51729,2,1
19135,55,14
30207,11,3
52744,10,8
626,4,2
42034,3,2
13413,13,1
60863,15,0
41922,6,3
58527,12,8
56209,1,0
598,8,0
20220,6,2
3484,129,42
59565,1,0
64277,36,1
4652,11,5
44792,8,0
40633,140,11
43216,32,6
47967,1,0
774,6,1
22918,80,39
2543,31,9
45222,11,2
55611,15,1
62171,7,1
4083,20,2
27625,20,8
54902,75,3
59807,12,1
6125,2,0
4427,15,2
15491,31,16
55004,34,14
65308,9,2
2217,29,2
13149,32,4
48822,13,0
65929,16,6
46518,9,5
63927,31,6
48178,12,7
57463,4,0
20541,3,1
27861,6,0
48803,67,18
38699,4,0
49016,14,5
19466,59,18
8069,26,18
62316,11,5
29565,5,1
10607,5,0
40654,13,2
39652,33,14
57869,8,8
60939,12,4
29845,2,2
44098,7,2
41022,6,4
55918,9,2
49229,2,0
19915,6,0
37690,1,1
44652,4,2
61173,2,1
19839,2,2
46809,1,0
60413,6,0
39121,5,2
21940,2,1
11189,3,1
326,62,31
38064,1,0
20154,6,2
38077,24,16
61177,2,1
17082,4,2
8521,82,55
67117,4,0
59904,4,1
66633,11,7
24156,17,12
53323,7,0
28159,1,0
39836,16,8
58914,10,0
20456,72,5
3094,5,3
32805,18,14
55783,29,6
20452,100,24
37301,2,2
4924,1,0
30564,38,1
156,72,19
1350,29,13
1699,19,13
13271,13,11
66979,13,1
66523,33,8
61688,2,1
16035,154,36
48204,18,6
61275,75,3
4423,1,0
33474,12,1
59089,3,0
23197,20,7
49810,3,0
805,25,3
66605,22,7
8432,4,3
48650,8,1
1178,31,9
63134,4,0
67187,82,9
15801,61,41
52257,42,5
880,17,5
38616,61,19
38221,45,28
12915,4,3
62730,33,20
21808,14,7
1110,68,20
1773,18,2
17796,74,34
40852,41,8
52407,81,31
62199,1,0
44655,12,1
21146,10,2
758,3,0
25731,28,2
4715,20,6
27498,14,1
28447,1,0
20224,8,0
61420,1,0
7598,20,4
55070,4,0
42003,4,2
63518,6,4
63309,9,3
60559,7,2
34489,1,0
46230,39,8
39294,6,2
4927,84,7
54240,56,33
904,18,4
67121,117,38
64841,15,6
3342,294,13
443,2,1
12825,19,1
37496,51,18
5402,108,38
21430,4,0
60763,21,6
63728,36,3
8656,8,2
48039,11,5
51360,56,24
30018,30,17
54698,21,9
40153,5,1
597,1,0
13490,5,0
52076,1,0
35286,1,0
38615,8,1
39529,23,5
33658,66,47
25543,2,0
56718,15,7
57036,9,5
28578,29,4
425,6,4
48717,12,3
39617,40,10
6398,21,6
57505,2,0
1946,9,5
62748,25,2
56853,3,1
31284,13,8
40872,4,0
48944,1,0
3655,25,7
40893,3,0
42045,2,1
65676,5,0
18627,2,0
10565,1,1
19304,1,0
15862,3,2
6986,62,13
46076,1,1
55663,18,10
39782,17,8
26115,4,0
48701,20,1
54265,12,4
20973,18,8
31423,18,10
34314,2,0
52150,6,2
59044,11,0
22124,12,6
19627,18,8
11437,63,8
11900,17,8
7530,4,0
11534,18,5
20705,12,8
26208,6,0
41977,81,15
11611,42,15
27403,9,0
67046,7,2
66864,56,13
67002,3,1
55497,57,5
11683,1,1
11902,104,42
63919,14,4
20997,21,1
55482,12,5
17573,3,1
31082,84,17
61197,9,7
58484,4,2
524,16,5
49124,8,2
9647,6,2
24248,9,6
319,93,62
16108,2,2
13561,46,35
9865,4,3
256,15,5
17410,23,4
42652,1,0
3547,7,1
64068,39,10
36672,3,0
59173,13,2
22003,56,39
63917,1,0
4105,22,0
34354,2,2
8329,45,19
52924,1,0
66672,24,4
24641,9,3
45569,1,0
60062,7,3
54173,11,3
17423,12,3
30135,5,1
63665,11,1
63237,1,0
41781,95,44
58764,116,25
53199,1,1
12053,2,2
48067,13,10
61213,3,0
13174,8,2
66383,1,0
28182,48,13
40018,15,0
66507,65,9
45000,7,4
21602,5,3
29422,17,4
20016,20,3
63428,9,3
13457,7,2
37675,4,1
55787,40,2
58426,60,12
46175,89,35
16276,16,5
28724,11,1
18891,2,0
20419,7,5
31447,57,13
11483,2,1
42709,26,11
49146,9,2
230,2,0
27081,18,3
64971,9,0
127,72,17
26222,4,0
48060,24,3
58339,6,0
59539,74,8
4130,48,2
17708,2,0
55897,2,0
251,15,7
47777,28,7
63990,58,9
35143,19,4
61551,3,1
67186,2,0
343,28,7
15949,4,3
8470,10,7
39561,7,2
36176,105,7
29909,4,0
60,103,59
52335,39,14
64593,3,0
42215,51,4
52583,27,3
65647,10,1
9454,15,10
43284,3,1
13816,41,13
41945,3,2
36301,1,0
58400,18,3
59395,3,2
60342,3,0
65184,13,0
66462,1,0
67004,14,0
32129,1,0
60317,23,2
51744,25,7
66645,13,2
48490,1,0
38225,1,0
48946,11,3
65008,2,1
60064,12,1
9337,4,3
5097,3,1
44636,21,2
65278,3,0
60561,8,0
50017,6,0
65558,5,0
21347,1,1
19460,15,5
6485,43,11
32085,2,2
55009,7,4
50019,84,16
56162,1,0
3523,2,0
56931,3,2
40511,1,0
61417,1,0
57133,11,4
30315,31,9
61287,8,1
57130,10,1
39404,58,18
60008,2,1
19117,18,8
23872,13,5
56110,4,1
54255,36,19
2119,3,1
28682,13,5
363,16,2
44421,3,0
42384,22,12
2510,3,3
2133,3,1
35065,2,2
7453,51,31
41798,48,1
8293,25,8
23359,5,1
28732,16,11
40392,98,13
2229,33,13
43191,51,13
38556,37,9
20722,72,20
19213,11,2
62665,119,7
57902,94,13
54035,14,4
400,1,1
31067,9,0
52468,1,0
28663,1,0
67219,168,21
56005,39,11
45789,2,0
61532,8,6
16237,6,2
20925,39,8
481,5,5
44500,58,19
36679,53,8
48362,60,28
45393,63,18
62690,1,0
29648,8,3
63041,2,0
54502,82,43
31448,18,2
53503,53,16
28806,17,4
7323,17,5
27122,7,0
41616,51,17
40687,1,0
2177,1,1
64475,11,0
20897,1,0
48097,3,0
37677,9,2
55462,10,3
59418,22,2
9396,3,1
46713,11,6
61145,18,6
30913,1,0
60725,37,3
8068,55,11
2210,4,0
60453,1,1
62464,17,7
13055,1,0
49370,28,5
1300,3,2
28394,3,0
27077,1,1
44983,13,4
40180,41,18
10946,1,0
22004,7,6
33162,1,0
60350,5,1
21388,6,1
12196,45,9
12504,3,0
36606,20,3
39907,13,4
26856,44,7
15529,57,21
66747,2,0
31017,7,0
61571,34,5
67232,5,0
29874,10,6
19966,17,5
28019,1,0
17837,4,1
38432,22,11
39631,6,1
29807,4,3
16404,12,0
67230,3,0
3555,23,2
65018,21,3
25542,1,0
22752,6,1
13113,42,9
10702,41,10
30100,4,0
37884,19,3
55596,20,7
28501,19,12
10546,8,3
13178,45,12
39676,1,0
44372,5,3
20676,11,9
9707,18,10
67239,7,2
59836,2,0
34361,20,1
24883,2,1
47118,11,5
37371,14,2
30009,26,7
42864,3,0
41069,2,0
26015,9,7
55177,10,5
23646,19,1
49352,21,2
39163,19,0
47406,3,2
54271,3,0
19700,45,18
6188,28,22
21333,64,30
65833,3,0
13785,1,1
27519,15,5
58301,4,0
7892,32,14
17383,3,0
47581,13,2
59356,9,1
18711,9,2
11181,22,1
60905,5,1
1949,6,2
39832,32,6
62957,2,0
30876,49,26
29986,48,20
52693,14,5
20480,9,6
9234,29,5
10968,12,3
61387,21,0
47098,33,3
24099,19,7
15128,12,0
12690,81,41
19617,4,2
18919,12,0
25722,28,13
19124,4,2
32248,7,0
44230,22,8
26100,5,2
8398,35,12
63230,40,13
35420,14,0
15490,14,1
14122,10,0
10333,10,1
58713,11,1
15958,14,0
29990,2,0
44206,11,0
64225,11,7
15344,5,0
11101,2,0
55025,3,1
28390,14,9
49988,3,2
57423,11,9
27329,34,2
19145,9,4
56442,1,0
60895,6,0
13943,2,1
58847,1,0
45563,13,3
10357,12,0
33362,19,1
62618,6,0
48298,5,0
54848,11,0
47332,34,6
40903,7,0
44092,1,0
58293,3,0
24935,33,8
27127,1,1
67252,5,2
13495,1,1
15675,84,40
17662,10,6
67224,6,0
10328,32,9
40900,8,5
56415,2,0
7401,1,0
2141,14,5
46455,32,0
21160,20,3
16858,21,15
42019,6,3
38079,35,11
54046,15,9
29128,18,5
32421,17,16
60385,15,0
36265,18,4
67181,3,1
29931,6,2
56464,7,0
45349,16,10
53846,43,8
59289,16,4
64336,1,0
54104,1,0
37782,13,3
10580,3,0
46261,5,0
19171,2,0
12732,3,0
36796,3,0
42711,44,7
40260,13,6
25447,18,0
19021,2,1
12996,57,18
15013,2,0
58441,1,0
55558,2,0
26025,4,1
63163,1,0
12896,1,0
67100,14,5
16716,111,37
53769,11,5
11441,1,1
46070,2,2
10086,4,0
35544,1,0
46981,17,3
26024,16,4
27479,11,5
45212,7,6
53850,11,5
23869,20,12
42228,26,2
23214,1,0
31014,21,0
3455,8,3
65368,7,5
14904,15,2
19512,19,6
10541,12,0
42473,55,46
47039,3,1
13622,5,4
59629,45,28
60979,4,0
13388,1,0
30161,1,1
64157,3,1
53917,3,1
15719,1,1
20885,14,5
45735,20,3
66444,1,1
21306,16,4
19322,2,2
17378,6,4
23590,6,4
64269,22,1
64073,12,2
61560,6,0
30459,7,1
17321,3,2
10225,9,3
13799,2,0
35672,6,1
62101,5,1
11977,15,6
59330,21,3
60963,22,3
9260,32,6
63689,2,1
24580,7,2
44134,50,14
37018,3,0
30059,5,0
61698,6,1
45673,25,10
2123,12,6
59915,6,4
61873,8,5
3702,6,4
37711,4,1
64554,4,1
13633,3,2
60150,18,4
30706,18,2
21599,3,1
58080,2,1
54820,26,7
67257,2,0
66911,78,25
42160,1,1
3765,50,2
34810,6,0
14968,11,3
34167,10,7
49789,12,2
53300,9,1
54746,26,11
31322,2,1
45727,3,1
57723,32,0
55418,3,1
66678,21,9
20463,3,3
40583,15,5
8623,3,3
57256,34,8
63433,2,0
55440,5,3
24246,11,0
67113,9,5
61399,11,3
40940,4,0
42530,10,1
1689,8,1
66361,34,1
45427,7,1
16261,9,6
57455,2,0
50044,18,6
32777,7,3
6181,1,0
11529,10,0
57698,6,0
55294,1,0
56561,6,3
40220,8,4
53115,5,0
58435,2,0
34461,40,14
56300,3,0
61032,34,0
18703,10,2
4774,44,2
36601,64,16
53228,12,0
34359,49,18
7036,61,19
20437,2,2
19443,2,0
59308,8,1
24335,3,0
11503,7,1
62502,8,3
37187,5,1
19148,1,0
37621,2,0
59262,4,1
52844,3,1
43356,8,0
30885,34,19
44752,1,1
36255,2,0
63333,1,0
16641,2,0
48143,4,3
2274,1,0
44328,19,4
3482,8,3
65327,11,0
59943,9,1
32084,15,5
42091,9,1
45845,2,0
25593,10,0
24966,18,5
13365,5,0
66021,2,1
48870,2,0
60461,9,3
36108,35,1
41019,3,0
25708,3,0
37631,11,1
64901,11,1
55650,53,8
49849,8,5
38327,17,6
28969,8,3
13048,2,1
58097,1,0
27061,16,2
26777,6,1
40917,41,12
54857,21,14
25259,5,5
10310,10,3
5456,11,8
67258,2,0
61554,2,1
21908,18,10
4732,11,4
36934,1,0
24992,6,4
44468,31,13
17054,16,5
17004,27,1
61369,2,0
44966,1,1
66781,1,1
24963,5,1
27211,27,8
54860,5,5
20835,3,1
66499,123,16
42323,23,6
7829,42,27
51582,35,1
39811,4,1
57468,21,3
62852,38,6
6848,36,16
16358,67,7
49217,3,0
8705,25,6
28718,8,2
41810,20,2
48975,1,0
37947,13,2
32858,6,1
49786,1,0
24621,18,6
52537,1,0
13108,98,19
29749,5,1
54238,17,13
65725,4,0
51383,14,0
64764,2,0
41869,6,5
27446,23,7
56131,9,1
10550,30,19
56977,4,0
4838,13,8
39753,10,3
62133,1,1
33991,3,0
47535,31,9
27876,4,0
16838,16,13
52510,3,1
33538,3,2
26253,5,3
37059,4,2
63925,4,0
23305,16,11
9948,5,0
4906,6,5
54672,26,5
62756,1,0
20263,41,3
58455,1,0
29240,11,2
35467,1,1
40710,1,0
875,4,4
19257,39,8
29464,1,1
11994,29,8
58584,17,0
42419,12,1
10073,11,3
55921,4,1
60652,20,3
67263,1,0
7621,3,0
13146,17,2
16910,8,0
63484,48,27
62563,2,0
13193,11,4
36367,1,0
64484,16,7
22281,27,2
10857,11,4
21465,9,6
49379,15,1
44473,21,9
50132,8,0
62934,14,4
16043,2,0
60273,49,9
47885,5,2
63891,11,3
6307,19,3
48492,6,0
21341,1,1
57597,10,1
31183,6,4
25577,11,4
44178,14,4
10509,15,5
39220,13,0
12321,40,17
56454,1,0
10724,8,1
15389,3,1
63520,6,3
53231,3,2
9794,14,1
12580,4,1
42480,9,4
13209,19,4
40557,3,1
36633,3,2
16143,10,0
6304,3,0
2866,6,3
27442,2,0
26536,12,7
66212,1,1
25803,16,0
64357,2,0
40686,38,5
39618,10,5
62402,37,17
52987,4,0
26813,7,5
48142,2,0
13359,5,0
62961,5,4
64276,23,5
11082,10,3
30740,20,15
31620,54,14
12289,31,15
56531,4,1
59428,6,1
26539,5,0
11418,10,1
46962,2,1
59643,11,0
21262,31,10
8861,15,6
43313,1,0
48959,2,1
57730,9,0
23481,9,3
15897,14,5
64111,19,7
46776,12,4
26323,39,17
31771,27,3
60944,3,1
44810,4,3
11404,28,5
40364,1,0
13314,38,15
63515,11,1
19024,53,5
62127,16,7
41760,21,2
40353,24,16
21905,43,18
39879,13,8
62156,13,3
45205,33,12
9880,1,0
54239,46,12
6981,6,1
5425,15,9
30326,14,4
52157,3,3
5552,30,13
24549,2,1
40079,18,7
46006,6,3
56910,6,1
66965,16,4
46246,5,2
20345,2,1
52466,24,9
47837,18,8
46215,1,0
62139,17,5
67278,7,3
22164,1,0
23204,1,1
52217,4,2
11472,1,1
45607,4,0
65914,6,0
20986,1,0
40119,1,0
52420,18,11
29314,69,16
13133,4,3
22035,19,5
12768,10,1
67255,4,4
31831,3,1
61222,20,1
67287,3,1
62263,8,3
17409,7,3
56133,4,2
65066,9,6
62178,60,10
55264,1,1
64751,9,4
26540,2,1
61290,3,2
64015,10,0
37788,33,16
41445,29,20
53652,3,1
41183,4,3
40490,3,1
927,3,3
67292,35,14
30701,6,1
53739,20,7
53200,1,0
21464,3,0
17894,7,3
65764,9,0
63480,2,0
2463,10,7
56447,5,1
57694,18,7
29979,69,5
35404,7,2
34414,6,0
624,1,1
4908,1,1
59694,3,3
63477,1,0
36477,6,2
53113,1,0
60899,1,0
66006,59,5
63812,3,0
11892,2,0
42398,18,6
53237,19,10
8805,7,1
4834,3,1
45788,7,0
47178,4,0
36701,3,2
13358,2,0
47280,3,2
66276,3,2
14053,3,2
23226,1,0
48640,7,5
7001,3,2
1544,15,5
26839,41,9
2083,12,3
26359,9,5
65082,5,0
45454,44,3
56944,2,0
46769,9,4
67309,2,2
39953,4,2
67308,13,1
47994,2,0
7528,4,3
61567,3,1
62611,3,0
57585,6,2
32171,9,0
5809,6,3
52450,1,0
66603,3,1
12980,1,0
67280,3,1
60546,2,1
29883,15,5
39671,10,2
53014,3,0
57065,2,0
42572,6,4
16792,1,0
23480,1,0
60880,2,0
58826,2,1
67295,3,1
16717,85,8
30562,23,6
3045,10,2
18713,9,4
47423,8,0
31696,5,0
44202,20,4
62440,5,5
54186,2,2
22898,30,8
30737,62,25
29855,70,15
44344,7,6
66673,2,0
47693,99,25
57035,2,0
35439,4,0
5908,45,32
6830,5,2
37112,12,0
35910,10,2
11576,4,0
61881,3,0
21737,6,1
2319,10,4
16998,20,2
62498,14,4
67284,33,13
3662,6,1
44497,1,0
42463,7,0
47904,23,5
57466,10,2
57678,24,5
55738,1,0
10035,1,0
57143,3,0
52254,3,1
55695,1,0
12426,6,1
28181,19,3
19342,40,7
5107,26,11
22102,2,1
8428,4,2
53903,3,0
9844,10,1
44248,5,0
21897,10,1
60861,7,6
34278,2,0
47580,15,0
32100,5,1
7026,82,7
44723,1,0
32255,7,3
63412,3,3
25792,10,3
31342,7,5
19259,33,18
30142,9,2
44281,40,0
66925,9,4
18494,14,6
45629,20,5
54262,2,0
60565,7,1
11455,8,7
7620,6,3
41639,6,0
26019,15,4
56281,12,1
10654,1,0
25964,12,3
44350,14,10
45170,52,21
56269,2,0
46226,4,2
19650,14,7
16843,4,3
46533,3,0
64051,2,2
30047,8,0
52625,5,4
36663,2,0
33748,2,0
41585,11,5
23330,23,8
42178,6,3
5874,8,1
48206,4,1
57041,2,1
61774,5,3
21088,20,1
7304,10,3
7920,2,0
56206,3,0
40954,18,5
21772,5,1
62877,6,1
13743,5,1
24696,1,0
64032,11,1
42786,1,0
23206,11,2
9682,18,5
37278,40,5
11228,24,3
26763,18,0
46835,3,0
8367,27,4
14950,16,8
28579,16,9
15569,19,10
31074,3,2
36102,4,1
63168,1,0
10830,45,9
46451,9,0
59880,22,1
58526,2,1
67329,2,0
42989,41,24
64564,2,0
66476,4,2
67343,9,1
22681,9,1
19065,17,11
66921,1,1
20761,2,0
42887,24,4
45602,22,3
55536,2,0
61228,3,2
66215,4,2
19217,4,2
13418,1,1
13537,2,1
62755,3,0
63939,1,0
26103,7,3
31382,14,7
16584,1,0
59766,6,2
25772,6,6
39381,26,12
34142,4,0
11367,1,0
26460,4,2
15880,4,2
28644,5,5
45565,5,3
21466,11,0
23653,16,4
67347,3,0
66274,1,0
47886,29,7
10844,17,0
33699,1,1
20971,11,0
21753,3,2
44901,7,3
19043,12,0
67334,3,0
56350,6,2
11689,2,1
15192,20,6
16629,4,0
9613,2,2
9386,2,2
45200,43,14
26480,1,0
8732,11,7
64473,5,4
54079,20,19
57722,2,0
64083,7,2
17022,4,2
61426,1,1
2092,6,0
67318,1,1
21324,4,1
17371,44,18
1737,3,3
11428,12,1
58863,37,8
17479,2,0
33701,16,8
34156,1,0
63690,3,1
26490,16,3
28099,13,5
21606,14,4
31808,1,1
58574,28,6
7214,12,2
66651,5,4
57945,13,3
38330,5,0
804,8,1
52128,45,2
64145,2,1
62064,1,0
4765,9,3
7040,3,1
59971,10,0
56670,1,0
63814,2,0
52315,1,1
67352,3,1
66358,35,1
13987,1,0
5194,1,0
26852,6,0
60758,5,0
30357,2,0
31730,1,0
40485,3,0
1621,53,21
37615,40,15
37373,2,0
37643,7,0
65000,16,2
56176,1,0
43330,11,8
54838,25,5
40779,1,1
24287,6,6
6017,3,3
8849,1,0
32740,6,3
66680,3,1
67359,85,8
46138,3,0
35042,10,0
57500,8,3
65593,31,0
21820,4,1
4974,27,5
16470,7,5
53670,2,0
40649,3,1
30439,1,0
66595,13,4
66853,4,2
10917,7,0
64038,13,4
35529,10,4
1330,36,6
38772,5,1
54631,1,1
14649,2,0
67311,1,0
62438,4,3
59819,1,0
59755,3,0
10614,3,1
13544,27,4
53486,6,3
25327,2,0
26279,43,18
39972,5,5
60123,3,0
43059,1,1
406,4,1
48576,6,3
35976,5,0
42775,2,0
15075,7,1
56436,5,0
5312,143,49
3068,18,7
64908,7,0
29207,143,42
1579,1,1
47524,6,3
63730,1,0
17885,2,0
16294,5,0
46069,1,0
34894,3,2
64498,2,0
64372,3,1
37616,8,1
62187,19,5
13681,4,0
30406,1,0
56909,2,0
60923,19,5
66526,4,2
20400,4,2
12723,2,0
62397,1,0
27847,2,0
29291,8,6
12706,1,0
62344,3,1
19126,1,0
24546,1,0
5459,3,3
57934,13,2
11178,28,17
36564,6,2
54665,3,1
13646,12,5
42620,1,1
64344,7,4
58103,4,4
67000,5,4
54170,7,1
16810,29,21
28079,19,7
2122,14,8
26507,20,2
