agency_id,num_searches,num_bookings,l2b
73,38520.0,6369.0,16.534267912772584
4680,48487.0,2722.0,5.613875884257636
319,41498.0,5105.0,12.30179767699648
3739,6805.0,890.0,13.07861866274798
394,81399.0,10163.0,12.485411368690032
3818,13297.0,493.0,3.7076032187711516
2127,2542.0,93.0,3.6585365853658534
3854,38174.0,2063.0,5.404201812752135
3868,8062.0,1648.0,20.441577772264946
3881,1583.0,184.0,11.62349968414403
669,47646.0,2257.0,4.7370188473324095
3964,33300.0,5054.0,15.177177177177178
4037,5403.0,150.0,2.7762354247640197
4069,7292.0,242.0,3.3187054306088863
4169,651.0,0.0,0.0
4137,3832.0,241.0,6.289144050104384
925,38431.0,1782.0,4.636881684057141
1411,11790.0,1107.0,9.389312977099237
4427,3521.0,487.0,13.83129792672536
4457,3019.0,151.0,5.001656177542232
4294,34243.0,4823.0,14.08463043541746
4515,6731.0,582.0,8.646560689347794
4293,15058.0,2365.0,15.705937043432064
4547,4596.0,62.0,1.3489991296779809
4559,896.0,245.0,27.34375
4576,1298.0,216.0,16.640986132511557
4584,20114.0,2169.0,10.783533857015014
3044,37319.0,1659.0,4.445456737854712
4606,7994.0,1226.0,15.336502376782587
2788,12962.0,742.0,5.724425243018053
4635,27067.0,2120.0,7.832415856947575
4114,7160.0,2050.0,28.631284916201118
4213,8506.0,578.0,6.795203385845286
2932,502678.0,7825.0,1.5566625155666252
1149,23503.0,1042.0,4.433476577458197
4392,2099.0,336.0,16.00762267746546
4516,3820.0,276.0,7.225130890052355
55,11324.0,679.0,5.996114447191805
1035,39550.0,4163.0,10.52591656131479
4732,3630.0,423.0,11.652892561983471
4733,9110.0,798.0,8.759604829857299
363,6418.0,185.0,2.8825179183546275
4806,7085.0,485.0,6.8454481298518
4838,44762.0,5332.0,11.911889549171171
3831,2237.0,517.0,23.111309789897184
4841,9645.0,1140.0,11.81959564541213
4852,186.0,0.0,0.0
4896,2107.0,278.0,13.194114855244424
4654,2451.0,243.0,9.914320685434516
1428,16096.0,676.0,4.199801192842942
1848,16677.0,1035.0,6.206152185644901
4924,82210.0,9477.0,11.527794672180999
4043,10214.0,553.0,5.414137458390444
5167,32758.0,706.0,2.1551987300812017
5191,60609.0,2913.0,4.806216898480423
4748,18963.0,1556.0,8.205452723725148
5205,19381.0,3091.0,15.948609462876012
4752,1960.0,400.0,20.408163265306122
3508,14705.0,2338.0,15.899353961237676
4840,10686.0,885.0,8.28186412128018
5223,11760.0,93.0,0.7908163265306122
4851,2995.0,31.0,1.0350584307178632
2133,24046.0,4164.0,17.31680944855693
4935,73692.0,6940.0,9.417575856266623
1522,4634.0,553.0,11.933534743202417
5046,14889.0,1257.0,8.442474309893209
5195,11487.0,340.0,2.959867676503874
5242,14059.0,1319.0,9.381890603883633
5254,30353.0,2964.0,9.765097354462492
5263,6193.0,30.0,0.48441789116744716
1477,5716.0,273.0,4.776067179846046
5425,3785.0,672.0,17.754293262879788
5452,2978.0,246.0,8.260577568838148
5459,21163.0,1842.0,8.703869961725653
5463,12000.0,1286.0,10.716666666666667
5526,2542.0,617.0,24.272226593233675
5558,6914.0,273.0,3.948510269019381
5590,14766.0,3067.0,20.770689421644317
1932,44042.0,1611.0,3.6578720312429045
5613,2764.0,154.0,5.571635311143271
5629,3481.0,1259.0,36.167767882792305
6126,7018.0,123.0,1.7526360786548876
6017,17630.0,5822.0,33.02325581395349
5648,10184.0,278.0,2.729772191673213
5312,10418.0,961.0,9.224419274332886
5091,61436.0,4124.0,6.7126766065499055
5392,34348.0,1867.0,5.43554209852102
5742,5049.0,92.0,1.8221429986135869
5430,4095.0,339.0,8.278388278388277
5518,6792.0,645.0,9.496466431095406
5523,215.0,0.0,0.0
6050,7072.0,370.0,5.231900452488688
5659,558.0,31.0,5.555555555555555
5727,558.0,31.0,5.555555555555555
3685,16357.0,0.0,0.0
5034,15371.0,31.0,0.2016784854596318
6059,98962.0,3736.0,3.775186435197349
6067,9827.0,736.0,7.489569553271598
6173,39173.0,4047.0,10.331095397340006
440,9647.0,645.0,6.686016378148647
3446,6676.0,185.0,2.7711204313960454
5816,2901.0,585.0,20.16546018614271
5834,648.0,61.0,9.41358024691358
5908,11305.0,894.0,7.908005307386112
5916,5787.0,1749.0,30.22291342664593
3485,9756.0,2266.0,23.22673226732267
5935,10042.0,1559.0,15.524795857398924
5949,13926.0,8551.0,61.403130834410454
3824,36970.0,4888.0,13.221530971057616
847,4084.0,835.0,20.44564152791381
730,22577.0,1077.0,4.770341497984674
6004,10101.0,154.0,1.5246015246015245
5941,15796.0,886.0,5.609014940491264
6197,898.0,124.0,13.808463251670378
6211,29484.0,8729.0,29.60588793922127
3320,7998.0,648.0,8.102025506376593
6214,8749.0,3089.0,35.30689221625329
6387,35504.0,338.0,0.9520054078413699
6976,19188.0,950.0,4.951011048572025
6848,5699.0,492.0,8.633093525179856
2535,1327.0,31.0,2.3360964581763377
6884,20453.0,2512.0,12.2818168483841
6993,19229.0,1139.0,5.923344947735192
6916,2129.0,153.0,7.186472522310944
7112,5820.0,370.0,6.357388316151202
6917,12859.0,1438.0,11.182829146901003
3071,35551.0,2646.0,7.4428286124159655
7102,15988.0,1322.0,8.268701526144609
2853,13360.0,1097.0,8.211077844311378
7111,9948.0,305.0,3.0659429030960994
7147,10455.0,1415.0,13.534194165471067
410,40515.0,2758.0,6.807355300505985
7212,14817.0,3189.0,21.52257542012553
6213,16629.0,645.0,3.8787660111852786
6324,15993.0,707.0,4.420684049271556
6330,13236.0,1033.0,7.804472650347536
6342,1477.0,403.0,27.285037237643873
6455,3986.0,855.0,21.45007526342198
6467,17094.0,1350.0,7.897507897507898
6469,27946.0,6920.0,24.76204107922422
4083,9169.0,274.0,2.988330243210819
6855,3609.0,150.0,4.156275976724855
6876,10277.0,739.0,7.1908144400116765
6156,21390.0,4876.0,22.795698924731184
4340,79768.0,4468.0,5.6012436064587305
688,24738.0,1807.0,7.3045517018352335
6501,31.0,0.0,0.0
7149,1348.0,31.0,2.2997032640949553
7217,2695.0,428.0,15.881261595547311
7293,7681.0,61.0,0.7941674261163911
7258,11496.0,829.0,7.211203897007655
893,49786.0,4696.0,9.432370545936609
7309,28895.0,152.0,0.5260425679183249
7501,103519.0,8166.0,7.888406959108956
7383,58566.0,12581.0,21.48174708875457
7388,21319.0,1629.0,7.641071344809794
7528,10919.0,1355.0,12.409561315138749
7540,4125.0,185.0,4.484848484848484
7605,13371.0,245.0,1.8323236855882132
7621,80515.0,5923.0,7.356393218654909
7623,60988.0,4283.0,7.022692988784679
4440,13422.0,463.0,3.4495604231858144
7699,5446.0,279.0,5.123026074182886
7712,29222.0,3375.0,11.549517486824994
7767,15484.0,1481.0,9.56471196073366
7769,18026.0,2623.0,14.551203816709199
7832,260675.0,12906.0,4.950992615325597
7856,14629.0,855.0,5.844555335292911
7934,13348.0,1045.0,7.82888822295475
1324,3988.0,527.0,13.214643931795386
8213,17335.0,1372.0,7.914623593885203
8380,10033.0,1542.0,15.369281371474136
8400,67147.0,2111.0,3.1438485710456163
1825,47425.0,3319.0,6.998418555614128
8512,3534.0,0.0,0.0
8521,15813.0,1758.0,11.117435021817492
4423,12211.0,182.0,1.4904594218327738
8587,11885.0,6828.0,57.45056794278503
8593,1225.0,62.0,5.061224489795919
8668,6712.0,310.0,4.618593563766389
8706,5774.0,707.0,12.24454450987184
7620,5550.0,401.0,7.225225225225225
7720,24000.0,2354.0,9.808333333333334
7953,124.0,0.0,0.0
7999,13280.0,1019.0,7.673192771084338
8119,6493.0,186.0,2.864623440628369
5266,10967.0,247.0,2.2522111789915202
8386,1545.0,62.0,4.0129449838187705
8535,2388.0,182.0,7.6214405360134005
8596,1222.0,92.0,7.528641571194762
8623,1445.0,276.0,19.100346020761247
8652,2821.0,309.0,10.953562566465793
9374,134781.0,2646.0,1.9631847218821645
8747,3842.0,122.0,3.1754294638209264
751,21075.0,3231.0,15.330960854092526
8838,40907.0,2487.0,6.079644070696947
7366,63836.0,6706.0,10.505044175700231
5641,82216.0,5948.0,7.234601537413641
4412,487224.0,28663.0,5.882920381590398
8946,1979.0,92.0,4.648812531581607
5489,2212.0,0.0,0.0
3376,10628.0,5071.0,47.71358675197591
9044,1078.0,216.0,20.037105751391465
9091,17338.0,985.0,5.681162763871265
9117,26883.0,1872.0,6.963508536993639
9123,4423.0,154.0,3.4817996834727563
9157,7130.0,1745.0,24.47405329593268
9266,67142.0,5132.0,7.643501831938281
9305,22338.0,1913.0,8.563882173874116
9326,11534.0,3075.0,26.66030865267904
8879,15000.0,482.0,3.2133333333333334
9078,12729.0,368.0,2.891036216513473
9218,3695.0,703.0,19.02571041948579
9230,17123.0,648.0,3.784383577644104
9387,33577.0,0.0,0.0
8736,8062.0,1845.0,22.885140163731084
9442,12086.0,1696.0,14.032765182856197
9532,9133.0,1470.0,16.09547793715099
9396,4348.0,60.0,1.3799448022079117
3402,36265.0,2607.0,7.188749482972563
9696,1085.0,0.0,0.0
9722,19913.0,1957.0,9.827750715612916
9758,7963.0,490.0,6.1534597513499945
1623,27707.0,123.0,0.44393113653589344
9802,1638.0,62.0,3.785103785103785
9818,156923.0,35071.0,22.349177622145895
9730,5415.0,801.0,14.792243767313018
9769,977.0,154.0,15.762538382804504
9841,3047.0,340.0,11.158516573679028
9865,43746.0,1567.0,3.5820417866776393
9879,62.0,0.0,0.0
9886,46960.0,2085.0,4.439948892674616
9936,27816.0,2145.0,7.7113891285591025
9876,2029.0,31.0,1.5278462296697881
9934,11633.0,582.0,5.003008682197198
4690,16314.0,702.0,4.303052592865024
9985,21860.0,3091.0,14.139981701738336
877,85369.0,6273.0,7.348100598577938
2217,12733.0,429.0,3.369198146548339
10015,6335.0,155.0,2.44672454617206
10035,105210.0,3825.0,3.6355859709153124
10070,4326.0,30.0,0.6934812760055479
10045,34682.0,7856.0,22.65151952021221
10073,2709.0,307.0,11.332595053525287
10078,124368.0,20019.0,16.096584330374373
9234,55071.0,2970.0,5.39303807811734
10176,8190.0,184.0,2.2466422466422467
10178,26340.0,702.0,2.665148063781321
10225,8550.0,401.0,4.690058479532164
10228,2820.0,306.0,10.851063829787234
10239,3895.0,523.0,13.427471116816431
10253,3203.0,275.0,8.585700905401186
10188,7977.0,1194.0,14.968033095148552
10342,23497.0,2478.0,10.546027152402434
2239,14546.0,1863.0,12.80764471332325
10793,1575.0,61.0,3.8730158730158735
10719,17501.0,1195.0,6.828181246785898
10540,13647.0,1408.0,10.317285850370045
2039,53896.0,2337.0,4.336128840730296
10610,7365.0,1821.0,24.725050916496947
10886,57410.0,2770.0,4.82494338965337
11044,100367.0,6572.0,6.547968953939044
2087,56543.0,7530.0,13.317298339316979
10168,248.0,0.0,0.0
1580,46709.0,8734.0,18.69875184653921
10559,30006.0,2171.0,7.235219622742119
9726,11050.0,890.0,8.054298642533936
10676,3990.0,306.0,7.669172932330827
10689,7411.0,459.0,6.193496154365133
10844,4517.0,185.0,4.095638698251052
10962,11897.0,1097.0,9.220811969404052
10971,337.0,60.0,17.804154302670625
11106,3108.0,400.0,12.87001287001287
11108,2918.0,426.0,14.599040438656614
2033,36479.0,5644.0,15.471915348556703
11178,6151.0,1292.0,21.00471468053975
731,141312.0,6241.0,4.416468523550725
564,2534.0,153.0,6.037884767166536
10897,2811.0,30.0,1.0672358591248665
11305,60113.0,4523.0,7.5241628266764256
11405,9687.0,1234.0,12.738721998554764
11421,12374.0,705.0,5.697430095361241
11428,3532.0,0.0,0.0
11614,695.0,90.0,12.949640287769784
11620,7163.0,399.0,5.570291777188329
11626,52432.0,1127.0,2.1494507171193162
11726,17501.0,2175.0,12.427861265070568
11737,58065.0,3093.0,5.326788943425472
11656,6732.0,458.0,6.803327391562686
11699,8024.0,618.0,7.701894317048853
11742,6000.0,277.0,4.616666666666667
11744,7145.0,370.0,5.178446466060182
11745,5929.0,279.0,4.705683926463148
11801,19451.0,4077.0,20.960361935119018
3158,12986.0,246.0,1.8943477591252118
11849,7535.0,1048.0,13.908427339084273
11867,2999.0,245.0,8.169389796598866
11881,71999.0,1868.0,2.5944804788955405
12073,4513.0,677.0,15.001107910480831
12146,2968.0,305.0,10.276280323450134
12222,140224.0,7855.0,5.60175148334094
12290,10243.0,1167.0,11.393146539099872
11529,6480.0,184.0,2.8395061728395063
12353,13362.0,2061.0,15.424337674000899
12364,15687.0,4099.0,26.129916491362277
12367,19299.0,1450.0,7.513342660241464
12368,4818.0,797.0,16.54213366542134
12381,6487.0,638.0,9.835054724834285
11558,51921.0,4449.0,8.56878719593228
12524,4361.0,248.0,5.686769089658336
12554,2551.0,155.0,6.0760486083888665
12581,8541.0,273.0,3.1963470319634704
12636,5679.0,951.0,16.745905969360802
12682,7977.0,1356.0,16.998871756299362
11117,9216.0,0.0,0.0
458,14930.0,1316.0,8.814467515070328
2486,83856.0,24754.0,29.519652738027098
10449,6887.0,152.0,2.2070567736314795
11363,2698.0,332.0,12.305411415863603
11435,6554.0,426.0,6.499847421422032
11462,8210.0,1044.0,12.71619975639464
11471,7380.0,523.0,7.086720867208672
11492,7662.0,672.0,8.770555990602976
11497,2841.0,243.0,8.553326293558607
11472,21421.0,3823.0,17.846972596984266
11609,1903.0,92.0,4.834471886495008
12133,5033.0,697.0,13.848599244983111
12215,13217.0,1284.0,9.714761292275101
407,25637.0,798.0,3.1126886921246637
11926,7767.0,612.0,7.879490150637311
12316,11860.0,1472.0,12.411467116357503
12322,766.0,31.0,4.046997389033943
9337,13966.0,2445.0,17.506802233996847
12431,7542.0,401.0,5.316892071068683
11346,7007.0,489.0,6.978735550164121
12575,7267.0,186.0,2.5595156185496077
12584,8635.0,185.0,2.1424435437174294
12632,1819.0,121.0,6.6520065970313365
652,44612.0,1134.0,2.541916973011746
12477,33613.0,2489.0,7.404873114568768
12732,73456.0,554.0,0.7541929862774995
12768,22096.0,2643.0,11.961440984793628
12800,4183.0,278.0,6.6459478842935695
9378,5611.0,837.0,14.917127071823206
3484,26016.0,1880.0,7.226322263222633
12920,24029.0,1558.0,6.483832036289483
12929,3833.0,93.0,2.426297938951213
13056,8332.0,766.0,9.193470955352856
13072,5326.0,216.0,4.055576417574165
11133,5719.0,490.0,8.567931456548347
13113,7378.0,1084.0,14.692328544320954
12733,6805.0,680.0,9.992652461425422
13162,58744.0,2882.0,4.906032956557265
13174,1556.0,92.0,5.912596401028278
12772,32399.0,3945.0,12.176301737707954
13207,1970.0,184.0,9.34010152284264
13269,1670.0,124.0,7.425149700598803
13274,8281.0,1225.0,14.792899408284024
13279,338.0,0.0,0.0
13314,3869.0,490.0,12.664771258723185
13330,2354.0,90.0,3.8232795242141036
13338,5391.0,248.0,4.6002596920793914
13358,433.0,30.0,6.928406466512701
13364,9129.0,396.0,4.337824515280973
13385,2320.0,183.0,7.887931034482759
12757,22125.0,2563.0,11.584180790960453
12778,13616.0,1202.0,8.827849588719154
12825,2831.0,341.0,12.04521370540445
13045,10373.0,1372.0,13.226646100453099
13079,9244.0,1532.0,16.572912159238427
13149,2132.0,185.0,8.677298311444654
13404,8125.0,1409.0,17.341538461538462
13438,93.0,0.0,0.0
13462,21878.0,3077.0,14.06435688819819
13514,6333.0,154.0,2.4317069319437867
13516,108642.0,13873.0,12.769463006940226
13548,21540.0,1893.0,8.788300835654596
13633,3389.0,93.0,2.7441723222189434
13655,4935.0,457.0,9.260385005065856
4696,12987.0,183.0,1.4091014091014091
12646,10978.0,769.0,7.004918928766624
13728,17104.0,398.0,2.3269410664172123
13730,46831.0,5235.0,11.17849287864876
13762,4732.0,309.0,6.530008453085376
13779,1740.0,0.0,0.0
13785,4906.0,92.0,1.8752547900529963
13799,953.0,93.0,9.758656873032528
12285,10892.0,677.0,6.215571061329416
13816,9027.0,549.0,6.0817547357926225
13836,71003.0,4402.0,6.199738039237779
13896,527.0,31.0,5.88235294117647
13925,1270.0,0.0,0.0
13942,21015.0,520.0,2.474423031168213
13949,24175.0,2761.0,11.420889348500516
10049,2664.0,153.0,5.743243243243244
10219,15201.0,396.0,2.605091770278271
3765,20917.0,247.0,1.1808576755748912
13751,751.0,30.0,3.9946737683089215
13880,7689.0,394.0,5.1242034074652105
14126,6401.0,93.0,1.4528979846898922
14281,3100.0,465.0,15.0
14292,4256.0,247.0,5.803571428571429
14342,11328.0,367.0,3.2397598870056497
14353,1236.0,494.0,39.967637540453076
14438,15148.0,1439.0,9.499603908106682
14466,16069.0,62.0,0.38583608189681995
11520,4788.0,828.0,17.293233082706767
14495,4620.0,368.0,7.965367965367966
14510,7657.0,817.0,10.669975186104217
14573,245.0,31.0,12.653061224489795
14623,23954.0,2438.0,10.1778408616515
13228,21787.0,398.0,1.8267774360857394
14592,7070.0,584.0,8.26025459688826
14794,5559.0,1502.0,27.01924806619896
14849,28373.0,1039.0,3.661932118563423
14938,42371.0,1487.0,3.5094758207264403
14948,5800.0,555.0,9.568965517241379
14965,47793.0,1963.0,4.107296047538343
14970,19456.0,462.0,2.3745888157894735
15063,11649.0,1004.0,8.618765559275474
1862,39704.0,2190.0,5.515817046141446
9425,10060.0,613.0,6.093439363817097
15124,17493.0,184.0,1.0518493111530327
15231,12183.0,1821.0,14.94705737503078
15253,12037.0,518.0,4.30339785660879
15093,1806.0,123.0,6.810631229235881
13987,9824.0,1598.0,16.26628664495114
14011,31.0,31.0,100.0
14053,18560.0,732.0,3.9439655172413794
14110,3946.0,124.0,3.1424227065382664
14179,6592.0,215.0,3.2615291262135924
14354,709.0,92.0,12.976022566995768
14401,4188.0,183.0,4.369627507163324
14480,6468.0,429.0,6.63265306122449
14490,9458.0,2109.0,22.29858320998097
1577,6574.0,521.0,7.925159720109522
14505,6201.0,912.0,14.70730527334301
14754,2335.0,677.0,28.993576017130625
14850,429.0,0.0,0.0
14987,31.0,0.0,0.0
14997,10774.0,182.0,1.6892519027287918
12114,3394.0,154.0,4.537418974661167
15128,9518.0,491.0,5.158646774532465
13130,34979.0,2053.0,5.869235827210613
15192,3955.0,579.0,14.639696586599241
6244,12323.0,1294.0,10.500689767102166
11902,14375.0,3059.0,21.279999999999998
15277,58401.0,8373.0,14.337083269122102
15327,801.0,0.0,0.0
15353,10833.0,1106.0,10.209544909074125
15379,39042.0,731.0,1.8723426053993135
15388,21642.0,2519.0,11.639404860918583
15424,11858.0,828.0,6.982627761848541
1561,141903.0,6842.0,4.821603489707758
15470,135773.0,4020.0,2.96082431705862
15478,30403.0,4436.0,14.590665394862349
15534,10630.0,852.0,8.015051740357478
15540,22152.0,1679.0,7.579451065366559
15577,1178.0,93.0,7.894736842105263
15607,155.0,124.0,80.0
15313,54852.0,4368.0,7.9632465543644715
7900,42746.0,7158.0,16.74542647265241
15651,22090.0,1572.0,7.116342236306021
15675,19049.0,1409.0,7.396713738253976
15659,3374.0,0.0,0.0
15431,184121.0,23894.0,12.977335556509034
15295,3111.0,155.0,4.982320797171328
2090,13223.0,583.0,4.408984345458671
15798,3664.0,302.0,8.24235807860262
4872,51056.0,2608.0,5.108116577875274
15810,10917.0,2220.0,20.33525693871943
15898,16570.0,706.0,4.260712130356065
15904,5893.0,854.0,14.491769896487359
15957,16969.0,430.0,2.534032647769462
16022,8611.0,554.0,6.433631401695505
16035,20593.0,1505.0,7.308308648569903
16036,19223.0,973.0,5.061644904541435
16059,8383.0,1132.0,13.503519026601454
16073,50551.0,1100.0,2.1760202567703906
15970,36236.0,2458.0,6.783309416050337
15998,3559.0,403.0,11.323405450969373
16099,16265.0,6296.0,38.708884106978175
16336,4057.0,93.0,2.2923342371210254
16404,1230.0,31.0,2.5203252032520327
16406,186.0,0.0,0.0
2568,161260.0,10067.0,6.242713630162471
16425,24980.0,4368.0,17.485988791032824
16570,7982.0,519.0,6.502129792032073
12165,41928.0,9561.0,22.80337721808815
400,49034.0,2705.0,5.516580332014521
5750,2017207.0,39785.0,1.9722814763184937
16628,1354.0,0.0,0.0
16633,48861.0,185.0,0.37862507930660444
16760,25142.0,975.0,3.877973112719752
16761,15595.0,616.0,3.949983969220904
16734,2590.0,0.0,0.0
16776,6885.0,216.0,3.1372549019607843
283,44905.0,2647.0,5.894666518205099
16915,5983.0,306.0,5.11449105799766
16983,9580.0,155.0,1.6179540709812108
17110,9820.0,3139.0,31.965376782077392
17131,1289.0,184.0,14.274631497284718
17530,70229.0,829.0,1.1804240413504392
17210,26398.0,1107.0,4.19349950753845
17230,11605.0,548.0,4.722102542007756
17371,45504.0,6331.0,13.91306258790436
17378,20935.0,5561.0,26.56317172199666
17385,1037.0,0.0,0.0
4260,3245.0,365.0,11.248073959938367
1350,21261.0,2054.0,9.66088142608532
17418,986.0,124.0,12.57606490872211
17423,13371.0,1807.0,13.514322040236332
7109,4301.0,213.0,4.952336665891653
17438,8352.0,833.0,9.973659003831417
17460,38118.0,515.0,1.3510677370271265
21147,46175.0,615.0,1.3318895506226314
21467,203872.0,54806.0,26.882553759221473
21464,8429.0,669.0,7.9368845651916
21498,13282.0,699.0,5.2627616322842945
19517,8578.0,431.0,5.02448123105619
349,3130.0,583.0,18.62619808306709
21672,5427.0,214.0,3.9432467293163813
3297,1262.0,91.0,7.210776545166403
22274,4555.0,245.0,5.378704720087816
