agency_id,rooms_page,pax_page
38610,36,9
41106,32,14
64947,20,3
41699,13,0
3539,36,24
5270,1,1
60847,54,16
3402,279,57
11611,82,25
23767,17,0
16577,67,54
29442,27,3
6285,2,1
14799,23,1
57272,36,11
11892,45,2
20080,62,8
30235,9,4
48503,36,3
41511,2,2
39455,1,0
6270,5,1
27529,22,7
27458,16,7
45455,13,0
16275,61,26
40794,35,8
31381,4,0
20885,82,9
30943,7,7
9934,96,6
41247,41,9
60080,1,1
59459,205,41
53397,16,5
12053,34,9
59687,116,27
39814,49,4
12646,16,4
52244,13,5
30701,18,0
4762,3,0
1259,47,17
16137,2,0
17497,18,9
57010,3,0
41194,1,0
65553,17,4
16048,2,1
43362,234,57
10929,110,27
25173,13,5
11720,3,1
20285,30,27
65130,30,6
66173,1,0
61605,40,7
63308,11,1
29833,31,13
14176,4,0
63995,32,4
63672,92,7
52584,56,6
18051,20,6
3481,5,0
5900,14,4
63320,39,8
42668,111,50
36230,23,1
41493,21,3
54698,103,21
12703,20,0
29283,145,8
6110,81,18
54336,12,1
13072,59,7
40759,17,15
17771,46,6
41189,7,1
53394,24,2
1373,43,15
16663,32,7
55267,11,1
16036,118,7
64921,1,0
45186,17,6
2486,502,249
19494,13,1
25576,78,24
3281,27,0
42422,23,8
41940,12,9
48758,108,4
47150,37,3
634,9,2
65645,3,0
63275,1,0
21578,63,7
19444,113,4
14792,163,100
58412,12,3
39413,10,1
48036,76,44
63709,52,6
15651,19,1
41053,9,0
27041,51,14
54503,34,0
12584,36,2
63917,56,6
7102,128,12
12159,5,0
23231,40,5
24113,30,14
3957,31,4
1365,40,2
23028,9,7
26887,82,30
59677,22,2
44195,304,161
38705,96,22
36431,2,2
44063,33,7
4690,116,15
64873,10,2
48850,3,0
46409,12,0
9080,34,9
1586,183,47
1199,75,21
58361,1,0
57836,124,12
23734,36,14
53682,14,3
35065,14,3
45543,14,4
36887,5,0
28717,18,1
10674,2,0
44114,23,10
20902,10,4
4137,9,0
9599,10,0
13042,33,21
46183,1,0
15093,5,3
61347,31,6
20869,18,10
9642,69,17
40693,68,4
58890,38,4
48267,5,0
3255,11,4
17675,1,0
6005,72,7
42661,10,0
38643,44,22
5753,34,4
2375,19,7
14401,22,0
51625,21,10
20421,81,25
16957,67,12
34316,40,15
53925,32,1
1221,6,0
36382,1,0
63161,72,5
25124,41,6
36718,6,0
9532,38,32
45382,17,3
55357,21,7
25935,14,1
29477,33,3
60718,65,1
65568,36,5
37551,91,9
62950,9,0
5020,123,2
53078,19,0
40084,23,4
6328,10,2
62367,34,12
3580,21,9
61194,231,12
26577,3,1
33322,6,0
2947,78,0
15438,19,1
3285,13,1
5799,61,11
2716,2,2
39566,54,4
28655,11,4
40583,165,55
877,458,89
24455,1,0
26682,94,15
2536,24,5
43307,55,22
48797,12,3
60412,33,15
46753,10,0
57926,1,0
53257,10,4
46083,24,2
57551,6,0
50290,15,1
10901,36,7
29729,8,1
61162,76,6
17424,2,0
39,124,32
34120,35,14
58543,63,11
63875,81,2
9935,65,4
2511,22,21
45876,147,44
55008,13,0
3032,10,3
54385,2,0
62760,130,2
44769,1,1
42145,104,2
61279,53,10
40115,18,4
37899,30,3
16075,14,0
62697,2,0
111,56,28
13431,151,35
62540,91,25
29020,13,0
65622,16,5
28302,82,13
67109,2,0
54066,29,1
66417,11,6
9537,16,7
49958,11,0
39909,13,5
61592,1,1
1710,134,67
30853,3,0
27691,2,1
54049,39,8
46084,2,2
10059,5,0
57531,45,10
58905,72,0
1932,245,10
41656,26,4
13269,14,5
55087,41,8
66555,59,5
24525,58,31
1758,6,0
48762,50,17
23814,19,4
40114,35,4
57171,16,1
12354,201,30
24708,20,3
61555,23,8
55985,7,1
24175,15,9
7293,35,7
14145,3,0
64071,3,0
25601,7,0
63432,4,2
59419,25,10
21334,99,8
19105,9,0
59628,64,36
920,9,3
3927,20,0
45586,74,24
27927,22,7
12524,52,9
41060,28,4
4938,73,4
48001,122,10
54371,1,0
6455,24,1
45742,15,1
64721,8,0
17708,142,53
19387,7,0
65438,34,7
22267,18,1
39333,86,9
54849,9,4
21743,27,4
3870,46,5
65230,29,8
61006,20,11
5116,32,1
66487,31,0
66600,11,5
37783,1,0
37061,91,10
23851,4,2
42300,19,2
42976,4,0
55945,248,23
47513,10,0
48800,59,11
46443,15,1
730,129,12
63997,31,5
60331,17,7
3320,42,6
17722,15,2
66371,10,4
63239,6,0
39722,25,9
59576,10,2
1975,55,25
5452,9,3
42043,68,14
43357,87,16
51700,4,0
6917,32,16
40168,55,15
60973,14,7
59846,9,3
67098,7,0
45343,17,4
3892,22,7
51980,47,6
41045,67,33
59347,1,1
22242,229,33
10987,22,8
31908,6,2
8784,11,1
62263,108,18
60488,4,3
33116,20,2
17737,26,6
41350,18,2
17556,11,3
64817,20,1
52329,1,0
66096,12,0
4286,1,0
15495,1,0
56354,6,3
17850,41,30
33198,6,0
17486,24,0
47369,71,25
21935,46,3
12929,42,7
6909,12,4
20290,11,2
17409,5,0
7837,45,16
66579,3,0
31823,26,1
53509,2,0
20879,1,0
16881,9,1
25658,42,17
21699,18,4
28664,10,3
3827,24,8
1862,118,23
25850,16,10
21437,68,27
39360,12,7
55579,7,4
23472,20,4
31433,22,7
62541,141,23
27546,37,21
56925,1,0
2292,8,1
55056,39,0
16885,37,10
62294,12,3
8805,64,33
61274,40,10
66447,46,9
24120,59,20
60363,6,0
15727,9,1
25443,28,15
4304,3,3
2076,137,5
4524,32,2
2853,48,12
1351,222,28
21685,8,0
442,241,37
25130,263,61
21104,2,2
5227,10,8
20588,24,3
39637,83,29
12223,29,13
20431,11,2
60859,1,0
5742,5,0
15555,59,13
5558,75,41
65312,19,4
62332,57,6
1210,6,4
30785,36,6
64145,48,7
27547,22,4
49050,3,2
54796,26,0
16868,35,16
15398,82,15
15489,12,0
37150,4,0
1697,34,17
21820,31,4
12548,33,5
25015,19,7
54118,88,1
14667,2,1
7933,6,2
4307,23,5
574,67,6
15126,1,0
66300,38,10
49040,37,4
42677,2,0
24994,30,16
7767,121,31
24012,4,0
40995,15,7
39229,24,5
3561,103,24
39727,38,2
29769,8,0
64908,166,8
35262,65,15
3636,32,1
918,47,5
38671,223,40
1577,7,2
15066,8,0
47541,5,3
25259,41,7
65322,45,3
60530,29,5
19684,26,6
3674,16,1
44745,3,1
34539,43,6
776,39,23
54198,41,9
49948,149,34
49836,3,3
9338,32,14
32448,31,0
3380,35,11
57385,6,0
425,3,2
46349,10,0
65020,9,0
61343,2,0
945,89,47
17736,22,4
55859,18,0
59724,12,2
65358,36,1
41298,59,13
3158,69,5
65563,112,3
57215,15,7
13981,29,21
34848,11,4
47353,9,3
34105,40,23
28073,40,17
21083,34,8
11022,193,32
29289,69,58
44106,80,3
66003,12,0
37032,32,8
65712,1,0
60619,137,17
59350,10,1
34611,3,0
7999,91,70
61800,58,9
40332,1,0
59665,14,4
16983,39,2
32008,1,1
52315,11,3
11317,20,5
34857,13,3
58929,10,0
1494,19,3
42563,5,0
67184,481,56
55489,79,6
796,94,42
46318,7,1
59645,108,20
49962,70,8
7620,51,4
37388,131,20
7652,18,1
52635,8,0
55507,101,35
13596,67,16
49120,13,3
8587,41,30
26435,41,18
7491,26,12
29950,8,0
57803,25,5
65649,5,0
16806,1,0
48504,32,6
31588,29,13
36933,25,14
4345,82,12
51523,88,6
1534,109,43
52317,134,1
1773,95,18
49289,39,3
1644,12,3
13922,13,7
59436,23,9
2217,14,2
54924,2,0
46399,34,4
24620,42,1
30919,7,3
65093,3,0
25100,13,1
45502,32,13
15659,16,0
59933,22,1
20919,29,2
41064,11,2
22473,5,0
856,25,6
62769,31,6
14424,62,9
30963,6,1
59444,13,0
20283,25,10
28846,4,0
3171,55,2
3427,63,7
10436,67,17
407,102,41
9246,24,4
54016,10,2
39737,11,10
42522,26,3
65245,7,0
41431,2,0
58711,151,43
26714,56,8
3501,39,0
49088,1,0
1920,40,11
27317,20,19
46410,78,14
882,15,3
4545,61,9
12914,22,2
66945,140,33
40431,40,3
8889,9,1
28447,142,54
42852,45,10
52010,35,2
56970,129,63
10988,78,1
64091,74,17
61156,2,0
15128,35,5
61398,1,0
59919,16,5
43104,28,10
12682,79,19
21489,15,3
51485,7,1
927,67,34
2543,22,5
21044,38,2
39851,28,19
17893,12,5
32858,6,2
40311,6,2
573,9,2
41126,32,11
44480,15,1
9779,13,2
46256,10,3
8879,10,0
59979,107,6
1419,104,43
13690,79,28
36096,6,3
4838,296,42
35244,35,16
38124,1,0
44334,6,0
12861,51,29
60763,221,96
37373,38,3
21782,128,29
61828,11,4
61945,53,7
25098,10,1
11316,15,0
48995,12,0
5260,8,3
54927,205,9
17935,8,0
51656,23,5
67130,2,1
14841,21,11
47026,139,24
23919,27,10
58554,291,123
55972,1,0
40095,9,8
66133,1,0
36317,49,6
37904,3,0
66702,27,2
21146,94,27
6235,40,21
64690,79,6
2834,9,0
41133,60,7
4748,61,33
64484,26,0
60419,18,2
60520,1,0
6859,35,9
52753,16,0
66851,32,9
41073,75,7
48338,4,0
26676,38,26
46883,59,5
40146,21,0
7258,106,13
66963,4,0
46863,67,19
2103,33,5
25872,137,20
46270,7,3
57906,10,7
38624,1,0
65214,10,0
65993,21,1
45741,12,7
41932,36,2
52503,71,2
40244,63,8
45207,2,0
403,65,6
1379,71,18
65028,10,4
41606,3,0
48292,14,4
5642,38,4
62554,3,0
7657,7,0
34322,7,5
58463,20,5
1453,86,55
21853,24,4
61812,5,1
25726,16,3
13272,34,14
35407,1,1
53498,32,5
35404,133,13
53328,4,2
23084,3,1
41288,7,0
44723,15,0
22247,40,27
64963,1,0
17501,28,1
61024,14,2
27706,15,2
25602,6,1
1783,132,5
24066,5,4
34327,5,1
53976,17,9
58568,5,1
27832,7,1
20425,44,8
54957,39,8
5444,7,1
23459,17,4
40741,2,0
57019,32,14
40704,7,2
9215,3,1
37898,7,1
997,6,1
44969,17,2
13885,15,2
11252,9,6
19727,3,2
54708,50,5
52236,72,19
66291,11,3
44885,1,0
1948,105,7
56244,6,0
62841,1,0
61344,202,14
46137,2,1
52905,19,2
23627,5,2
278,85,25
47560,65,14
48975,25,3
39674,2,0
17723,14,2
5664,46,1
54769,2,1
32923,151,20
58594,81,19
921,122,6
23220,28,5
37130,68,0
22824,32,14
3094,15,9
31233,46,12
52444,17,9
57006,23,1
35285,21,0
48130,9,0
15334,41,14
37649,1,0
16134,5,0
5036,52,6
32217,64,10
35618,17,2
66681,54,1
64261,46,4
3459,74,15
66934,39,10
57360,12,5
903,98,80
43096,61,14
45488,3,1
19383,154,6
56423,7,0
37836,3,0
2651,22,4
66374,22,6
23442,29,17
61530,16,8
63470,23,6
53402,22,4
44353,19,3
1433,35,1
23194,31,0
65982,8,1
36844,48,23
41518,24,0
5941,19,0
7639,70,17
1727,151,10
2535,9,0
33059,49,5
13432,7,4
19405,13,2
61803,2,2
32091,3,1
1604,22,11
63309,13,4
16336,15,2
35242,109,29
36110,16,1
7303,28,5
3616,155,13
38578,23,8
31333,87,12
18576,6,0
5864,16,4
53835,22,4
17449,14,2
1304,26,2
66502,15,0
25030,6,1
63338,5,1
60565,45,9
48778,2,0
18565,76,3
65112,15,5
41670,38,17
66010,45,7
44127,72,0
7528,80,33
50128,14,0
67187,7,0
49951,60,10
48742,22,13
25874,146,8
39565,36,2
57999,10,2
1174,66,45
64389,5,0
1428,71,12
1633,8,1
3473,7,0
33904,12,3
28276,103,31
41844,48,11
2672,58,18
65933,21,0
732,1,1
46773,36,5
43230,5,1
3309,55,21
60831,9,1
41544,28,3
20862,16,2
40056,4,1
64533,3,0
13245,9,6
41265,43,1
42045,23,19
18571,14,2
11833,15,12
36621,7,1
45527,55,27
25697,5,0
59168,13,4
19678,17,7
58100,36,11
30839,1,0
11570,16,3
56669,1,0
28656,13,4
35525,1,0
39484,7,0
39681,35,3
655,38,20
794,34,3
48133,13,10
66242,2,0
17276,1,0
50063,71,35
33766,12,1
22275,8,0
2170,8,0
40999,12,9
10962,19,5
2044,76,21
45003,4,0
152,20,3
564,8,4
49042,7,0
58172,10,4
56941,1,0
64425,11,1
37179,5,0
67113,28,2
40946,4,0
2124,54,34
8996,74,13
4840,4,0
44175,6,1
4260,6,3
48462,1,0
45480,27,14
24021,11,1
624,45,14
35952,6,2
45167,1,0
10176,57,3
61442,76,24
9422,34,14
42374,3,0
41270,2,0
6371,7,1
1411,108,19
21430,29,8
54835,32,20
39174,14,7
58973,9,1
529,6,2
39640,33,18
4037,16,3
48733,3,0
66614,4,0
6855,30,4
19797,95,15
20246,113,72
37369,1,0
26543,47,5
30213,23,9
7586,6,0
64029,14,3
1584,49,9
48308,2,1
21892,9,1
8596,1,1
22134,28,12
42037,40,8
8974,13,5
58263,6,4
23972,5,1
42119,49,3
32288,5,1
44611,47,13
3463,7,0
43118,8,2
9769,4,4
40418,11,2
53395,4,0
26798,3,0
62499,16,0
4654,5,1
63064,48,10
22043,9,1
61166,2,0
6236,10,0
1751,25,2
58289,2,1
22821,10,9
65662,54,11
67193,14,11
62604,3,0
41428,1,1
812,11,4
5295,2,2
39308,4,2
64408,1,0
45610,10,0
65573,6,0
7160,8,3
40549,15,3
19279,18,8
20881,4,1
46236,25,13
63368,32,9
1899,1,0
15931,30,9
39447,9,0
65298,9,4
9726,58,10
67144,3,2
15331,7,2
3446,42,6
46222,2,1
474,32,11
64325,137,11
23047,23,4
53387,1,0
14505,18,11
23352,11,7
64819,1,1
5075,8,5
65103,6,2
62811,14,4
45325,1,1
56426,1,0
54027,8,3
60542,23,6
55546,8,2
66454,1,0
56886,10,4
3202,4,1
5916,50,18
42461,39,15
62493,3,1
9347,24,10
30937,2,0
597,28,4
13090,38,8
57745,4,3
47999,7,1
63442,45,12
4851,8,0
18262,52,31
44971,37,8
28367,1,0
65488,2,1
67192,19,15
52157,10,6
39453,24,2
46080,3,0
40173,5,0
63682,9,2
65812,8,5
53631,13,3
14859,1,0
53973,4,1
17852,73,35
43360,46,1
62572,20,4
18548,41,3
15949,6,2
22299,63,17
16969,15,0
22357,12,6
63871,5,0
65369,9,4
27913,44,18
64064,13,5
21096,23,1
39510,12,0
8654,12,7
32021,1,0
18345,10,7
14624,57,12
17778,27,2
11505,18,5
16399,18,6
14986,16,4
48955,7,2
25186,75,40
5194,305,42
53707,11,8
9182,77,24
66583,2,0
47090,7,5
42934,57,23
40160,1,0
115,113,52
9733,13,0
12631,33,6
16497,2,0
57987,54,8
58643,1,0
10449,26,1
32214,17,0
481,40,6
30023,8,0
9400,13,2
819,37,1
47638,24,6
34354,11,4
1035,296,59
58666,22,0
53407,12,0
56377,68,6
180,114,28
9803,7,1
127,136,41
20692,64,20
20959,105,13
16245,42,16
39986,115,13
44126,1,0
14050,22,12
61908,53,7
39621,1,0
66082,5,1
58256,52,17
37234,94,5
941,67,20
4752,14,4
48263,39,3
26515,4,1
59259,19,3
14095,16,8
60991,117,38
28168,63,0
16452,54,26
3025,26,7
18376,124,7
11614,1,0
46142,24,0
9175,8,3
31419,31,0
8237,7,4
52438,11,7
22246,10,6
62943,37,6
18585,44,23
67089,34,5
42499,36,9
21075,25,1
65527,1,0
53615,66,33
9600,9,0
66584,1,0
1771,43,10
61128,14,1
14179,36,6
31027,6,1
4516,17,4
17749,54,6
47248,4,0
1656,19,18
65594,10,0
9494,32,6
14625,22,1
6064,3,0
54915,22,6
36112,45,17
66948,11,0
64814,4,1
36042,91,24
46101,18,3
5263,13,0
8595,35,14
32470,25,8
1374,54,10
8856,35,7
5648,42,8
37938,37,16
34969,16,10
10084,50,14
672,26,9
48287,24,16
7971,7,1
3662,8,1
12632,81,35
9091,47,5
34231,5,0
22986,15,4
28714,2,1
54529,18,0
26634,4,3
66652,7,4
8197,20,7
53900,9,2
18319,12,2
44423,5,2
9122,32,0
62260,54,4
4911,78,10
43072,27,0
40918,28,13
25203,21,0
702,57,21
34301,7,1
58562,4,0
60739,4,0
55387,61,22
67186,1,1
61833,19,2
21708,118,29
63512,9,5
66295,10,7
11063,8,1
31644,53,4
10965,3,2
53437,45,15
53609,38,1
64997,4,0
5903,1,0
62084,40,7
49292,66,23
34920,2,1
2428,7,4
2293,20,1
2915,58,36
31626,5,3
21738,23,2
11789,9,1
23061,16,1
2127,18,7
51593,9,0
58312,15,1
40377,40,8
25591,48,10
1931,6,0
349,7,6
33794,1,0
13655,38,5
31751,1,0
29895,31,0
66824,1,0
61223,28,5
67206,113,25
63449,34,4
10015,28,2
16330,1,0
54253,65,5
54461,12,1
23042,1,0
17700,2,0
62182,59,9
30718,2,0
59971,49,2
5387,5,3
16339,1,0
14718,12,6
47447,15,9
67220,2,0
53405,53,14
58714,1,0
67205,4,2
10053,26,1
1544,15,3
27038,20,3
3307,5,1
52701,22,7
1583,21,14
12749,15,2
16419,6,0
41579,4,0
23389,6,3
17393,2,0
53144,30,4
22035,6,2
33671,27,9
48055,1,0
62762,65,8
57017,3,2
66917,6,2
67041,95,4
8893,8,2
48669,42,7
40534,16,2
39373,6,3
56488,18,1
65278,4,1
20154,66,12
60013,6,4
59973,22,6
6105,10,8
229,22,6
48141,21,0
31864,4,0
8494,21,2
57112,22,1
60358,21,0
55898,5,1
5256,1,1
54728,15,0
28451,1,0
22266,10,9
55880,3,0
53082,9,2
37596,27,17
25262,33,2
39702,9,1
284,18,1
1308,57,26
14356,19,6
59595,2,0
15295,21,10
28641,11,0
67188,6,0
53999,64,5
32265,2,2
5787,18,6
24858,12,0
63829,55,16
1072,25,15
12120,95,11
22140,16,3
20589,5,0
48843,10,8
66949,11,1
2485,45,14
41865,19,2
13065,9,0
57777,14,4
35307,4,0
56570,11,1
32740,95,39
60178,3,0
12242,5,1
3831,17,11
29546,6,6
40770,37,4
3748,27,7
10793,16,3
2442,66,13
56453,37,4
41033,21,5
58923,33,3
51595,5,0
47303,14,3
40675,11,3
24976,43,6
48225,10,0
26940,11,3
47524,31,8
64159,2,0
36682,77,1
22470,11,4
9604,36,6
60948,9,7
19064,15,7
10584,17,5
26752,26,2
40462,1,1
4547,14,0
16351,12,4
53165,26,5
54388,14,7
48672,69,28
32010,16,1
15360,14,1
19917,11,3
42455,3,0
65991,27,2
37094,17,2
39473,21,14
52044,2,1
20705,36,11
26951,36,2
63603,8,1
61086,3,1
39769,26,2
2350,40,12
19672,6,1
67049,3,1
39163,4,0
59584,3,1
36651,2,2
9792,22,11
59697,2,0
34532,4,0
57386,12,4
13066,10,4
16076,15,1
53928,14,1
15327,5,1
14743,7,2
36612,1,1
51690,31,11
40454,1,0
13158,7,1
37449,9,1
16641,9,1
959,21,4
60323,10,3
62634,4,1
45793,5,2
5801,4,1
5173,12,6
47347,6,2
52689,8,0
66609,23,13
62997,3,0
62545,3,3
28257,25,1
24524,14,0
53677,1,0
63172,8,2
36193,8,6
39859,1,1
62642,29,6
37789,11,10
36417,10,0
24800,10,6
56450,16,11
45581,30,5
54951,44,14
25481,3,0
67120,2,0
63223,9,7
64667,6,0
2487,2,0
32434,79,4
55713,1,0
26885,13,10
34885,40,2
47998,5,2
31068,16,5
53011,118,12
65688,42,3
609,43,17
51502,2,0
16783,1,1
60601,1,0
62202,6,1
45358,1,1
45651,24,1
35282,5,2
44601,12,1
44580,53,8
20989,45,20
58360,2,1
57297,1,1
43326,14,5
65486,1,0
50203,1,0
47164,35,10
60808,6,2
48201,1,1
53445,2,0
65858,2,1
4896,6,4
56397,15,6
3828,4,0
25772,26,9
53858,2,0
64884,1,0
12442,1,0
57968,20,4
16131,5,1
53771,3,0
58272,1,0
55753,3,2
61114,1,0
24686,6,0
24450,27,5
53538,1,0
53972,6,0
61111,3,1
54755,36,8
19172,5,0
44072,15,1
46257,8,2
59523,25,13
53052,8,5
14940,5,1
65071,62,18
10897,17,0
16485,70,21
12392,60,19
12018,7,0
63346,20,9
40375,32,11
31938,6,5
21713,5,5
11686,15,8
25343,5,0
17070,39,16
18469,1,0
14995,51,24
7537,2,0
34402,26,9
11634,10,6
31129,7,1
49265,34,10
31030,7,1
18881,6,1
32328,2,2
18879,10,1
55160,6,4
15570,2,0
8512,9,0
65609,21,17
30748,7,0
65158,2,1
35606,3,0
34643,16,5
59171,11,0
8386,16,2
11723,6,0
60162,1,0
26206,8,0
16690,7,3
6382,16,7
64119,14,4
3488,60,43
54005,1,0
6342,3,0
8875,23,10
9365,19,4
8929,1,0
8736,67,29
8354,1,1
13345,17,0
65258,39,17
55769,1,0
65067,4,0
58403,6,0
16178,9,0
17587,8,4
27584,50,31
38565,2,1
17073,1,0
11357,20,7
19112,22,6
14431,39,2
16504,7,4
5170,3,0
942,21,12
11560,19,1
53614,15,2
22149,4,1
30733,4,0
4006,13,3
4652,34,10
47767,46,3
10894,64,7
42233,2,0
2399,39,23
37413,58,12
39126,13,0
1280,2,0
33153,7,1
29550,2,2
48944,5,1
41445,20,7
39936,15,4
833,1,0
67255,10,1
59686,1,0
33804,4,0
17338,2,0
26384,20,9
24810,2,0
18432,29,0
31514,30,20
64932,13,0
13598,14,4
4647,16,7
51613,21,8
67204,10,6
52288,10,2
8925,8,1
25738,1,0
61188,1,0
41491,4,0
47089,78,0
55294,12,6
31641,181,15
34140,24,5
15574,1,0
63094,1,0
15774,4,2
8962,1,0
52287,67,13
4967,29,26
11668,9,5
42519,5,1
67080,16,10
22558,21,5
11613,2,1
20463,4,2
58921,25,0
32637,3,0
36007,19,0
51490,6,1
67223,5,2
56372,7,0
47768,4,0
61288,5,0
30331,5,4
64746,6,0
8482,9,0
42484,21,18
24825,3,0
39542,7,5
52045,1,1
5524,22,4
8747,25,2
1904,9,5
5435,6,1
15131,21,0
5892,5,3
61557,27,10
29959,7,4
4440,116,6
25599,6,3
4091,5,4
12452,21,4
30786,26,0
39310,5,2
48283,1,0
25054,22,16
41304,79,9
5522,1,0
18618,17,1
17748,1,0
61339,9,3
9773,9,3
47046,19,0
31322,16,3
17877,39,17
23443,22,2
40331,7,2
18644,13,2
56612,12,1
23197,18,4
67261,13,1
53241,1,0
26540,16,1
36026,2,1
34462,2,0
46114,32,4
24367,3,0
9516,3,0
41757,1,1
13708,6,3
3330,3,1
58650,96,31
58946,59,18
14664,14,0
59258,24,0
33578,41,14
14573,1,1
55351,22,12
42699,20,2
8119,91,26
890,4,0
41382,25,7
7656,13,6
39696,6,0
35342,12,1
60551,39,8
23316,7,2
16797,35,5
42734,4,2
42988,10,4
2473,39,7
60340,5,1
467,4,0
65460,3,0
4116,32,13
34837,12,1
57317,5,1
21766,8,0
65650,12,3
10217,2,0
56651,3,0
5174,7,2
57384,2,0
42093,46,3
63724,9,1
66011,99,8
21406,17,9
41307,4,0
3688,12,1
44780,9,3
26390,7,3
26860,11,8
43022,19,1
44407,14,0
52535,8,0
7544,1,0
46757,15,7
42406,18,4
64414,2,2
42401,12,0
46145,19,1
44747,9,1
52316,1,0
60049,4,2
42378,39,14
58368,15,5
38566,18,5
47149,8,3
17034,55,6
57446,5,3
875,56,5
34246,4,2
47304,10,0
51538,16,9
52312,1,0
57904,14,2
51477,12,4
41576,3,1
41447,12,1
66138,3,0
40501,15,3
48073,5,3
5411,5,0
52313,1,0
29796,3,1
58304,41,7
381,30,12
39701,11,1
53508,26,15
51548,80,39
58479,6,0
64849,2,0
1988,1,0
41688,2,0
9745,22,2
55900,12,8
465,24,4
36304,11,7
60715,5,3
39579,3,0
37617,23,1
52619,6,5
65299,4,3
52840,9,0
5489,4,0
905,1,0
40948,1,0
41388,1,0
46595,16,2
59725,4,0
61599,2,2
3207,2,1
58329,10,5
37851,34,5
47476,9,5
57300,20,2
61744,11,6
3073,27,4
6050,30,13
59673,3,2
23351,12,4
6916,30,4
33394,13,11
26446,25,0
16356,2,1
66978,1,1
21261,22,5
58378,1,0
17768,26,5
23882,92,0
40305,4,1
43002,6,2
59442,14,1
52597,5,1
45417,55,4
55646,1,0
59412,8,4
57292,5,1
28166,3,1
25616,4,1
56323,8,0
67283,13,6
7217,3,2
59035,2,0
60066,33,0
61737,15,4
51684,14,7
58126,4,0
53474,1,1
30950,10,2
66983,1,0
63441,1,1
41526,1,0
29163,10,4
60902,2,0
31831,5,2
14815,7,3
7151,31,12
34719,3,0
42545,1,0
26592,28,4
20453,3,2
21359,33,11
37688,8,3
61184,19,3
57732,18,8
65589,25,5
66776,2,0
67287,8,1
60122,5,3
59387,13,5
60768,1,0
66973,30,13
15705,3,0
19604,8,2
61891,1,0
66448,16,1
44200,1,0
44987,43,22
12641,1,0
65380,2,1
19272,4,1
11258,7,0
26339,1,0
16029,5,4
47974,4,1
12628,1,0
41183,158,11
67290,6,2
3035,24,8
27699,7,0
67276,52,30
25197,3,0
13631,1,0
63765,6,2
61808,2,0
67182,52,14
44396,1,0
65123,1,0
30972,20,8
63181,2,0
13825,13,5
9724,2,1
52537,11,0
19329,7,1
3283,6,0
31349,6,4
44797,2,0
38764,7,0
39426,16,5
147,146,27
44566,135,52
21325,20,17
67083,17,0
48282,9,0
2082,5,2
12316,45,11
21049,5,0
64364,7,4
36689,19,0
7120,2,0
45665,7,3
4830,16,11
58539,27,7
36186,4,1
1274,2,0
31474,14,9
38226,21,15
1071,66,11
58176,7,2
36976,21,4
5718,4,1
67002,20,2
19301,5,1
59346,26,2
18646,10,1
58353,13,7
22450,9,2
24642,6,0
58106,11,1
22129,35,8
56521,29,1
3635,3,0
29855,46,1
11810,13,0
26595,4,0
2541,6,5
59293,3,0
31464,10,2
41312,32,8
18261,29,3
53640,17,2
8927,13,8
44752,11,4
2246,8,0
27542,1,0
58482,3,0
3570,3,0
64541,28,9
28287,77,8
25221,11,5
3018,4,0
63919,2,1
39773,4,4
41402,82,25
57332,2,1
28357,5,0
5480,10,4
37256,5,3
11254,43,3
23975,1,0
4045,4,3
9874,4,3
5839,10,9
18823,1,0
1417,29,8
60546,8,4
41698,4,1
32450,1,0
35416,19,4
5740,6,0
30016,19,6
34271,9,2
56324,1,0
57187,21,14
7403,1,0
41202,10,2
55884,16,8
41251,23,5
14292,63,11
47348,2,0
64257,20,2
61354,1,0
677,27,20
7930,5,1
64202,46,7
9426,1,0
42131,7,5
14794,74,31
48293,12,0
36894,4,1
64134,1,0
67294,6,1
67191,2,0
47264,2,0
66933,2,0
14835,14,7
40359,6,2
10301,4,2
60320,23,2
34076,1,0
65375,3,1
53851,1,1
1213,41,17
39170,22,4
38056,21,4
7094,7,0
52042,3,1
27386,14,9
55948,4,2
3077,10,3
44173,1,0
67324,44,0
44545,3,0
52021,11,4
9219,12,3
1237,48,3
56606,1,0
26629,6,0
53015,3,1
61236,13,0
17333,2,2
56307,5,0
62734,4,1
20762,3,2
67081,9,2
26412,6,4
52254,2,0
63461,27,0
65226,1,1
32538,1,0
21596,9,1
40304,16,8
782,12,2
42966,8,2
53737,17,3
51621,11,1
47312,2,0
59717,41,7
62782,11,2
41170,2,0
42017,8,2
60896,1,0
28911,4,0
56826,7,1
57490,11,0
58514,1,1
49213,2,0
59290,7,1
27680,17,1
17361,7,1
66184,14,5
32726,35,10
12032,1,0
65542,10,5
53992,6,3
67326,4,0
58201,7,0
56029,1,0
65730,10,4
41259,2,0
48645,13,8
53979,3,1
35300,1,0
37278,6,1
62365,4,2
63825,7,3
64962,13,2
60326,3,1
42528,4,0
60501,1,0
65843,4,1
2063,18,9
4770,1,0
58028,64,10
58269,2,2
66708,1,0
9613,1,0
59453,35,9
8454,6,1
19322,3,2
9386,1,1
54935,3,0
26982,27,14
11654,19,9
43279,31,6
40324,6,5
26077,1,1
37358,7,1
66179,3,0
13251,49,5
8378,2,1
57162,6,3
65691,1,0
49068,10,8
13635,29,9
20998,3,2
65877,82,28
24728,8,3
67339,8,0
26208,15,0
57838,1,1
54946,1,0
5901,14,6
60186,20,0
64688,1,0
20461,3,0
57842,3,0
40655,4,1
