agency_id,agency_name,region,created_on,first_overall_sale,first_q_sale,last_q_sale,freq,mon,rec,rec_week,days_active,weeks_active,rel_freq,new_agency,rec_log,rel_freq_log,mon_log,rec_score,freq_score,mon_score,RFM
21064,IVICATION2,APAC,2018-09-01,2018-09-24,2023-01-03,2023-02-03,17,6437.69,13,2,32,5,3.4,0,0.6931471805599453,1.2237754316221157,8.769925059099553,2,3,3,8
21114,PT SELIA JAYA UTAMA (SELIA TOUR & TRAVEL SERVICES),APAC,2018-09-05,2018-10-23,2023-01-03,2023-02-07,28,8138.18,9,2,36,6,4.666666666666667,0,0.6931471805599453,1.540445040947149,9.00432184677365,2,3,3,8
30572,YPM LTD.,Southern Europe,2019-07-07,2019-10-24,2023-01-03,2023-02-14,37,36658.56,2,1,43,7,5.285714285714286,0,0.0,1.6650077635889111,10.509402240753154,3,3,3,9
1110,JOURY TOURS & TRAVEL,Middle East,2012-07-08,2012-10-18,2023-01-03,2023-01-03,1,2862.86,44,7,1,1,1.0,0,1.9459101490553132,0.0,7.959576404146982,1,1,2,4
1260,AL JAZERA TRAVEL WLL(DOH),Middle East,2012-09-30,2013-04-06,2023-01-03,2023-02-14,73,114133.15,2,1,43,7,10.428571428571429,0,0.0,2.344549292093078,11.645121028271912,3,3,3,9
25722,EASY TRAVEL AGENCY.,Africa,2019-02-27,2019-04-29,2023-01-03,2023-02-11,20,7375.27,5,1,40,6,3.3333333333333335,0,0.0,1.2039728043259361,8.905887790707377,3,3,3,9
12496,PARLO TOURS SDN BHD IPOH,APAC,2017-06-09,2017-06-15,2023-01-03,2023-01-19,3,1116.68,28,5,17,3,1.0,0,1.6094379124341003,0.0,7.018115276378225,1,1,1,3
25591,DARWISH BIN AHMED & SONS TRAVEL & TOURISM LLC,Middle East,2019-02-22,2019-03-14,2023-01-03,2023-02-03,13,36352.02,13,2,32,5,2.6,0,0.6931471805599453,0.9555114450274363,10.501005052256728,2,3,3,8
53095,RIS TRAVELS,Middle East,2021-12-20,2022-08-22,2023-01-03,2023-01-10,4,154.99,37,6,8,2,2.0,0,1.791759469228055,0.6931471805599453,5.04336059870896,1,2,1,4
29287,TRANSAVIA GROUP,"Eastern, Central Europe & CIS",2019-05-24,2020-02-21,2023-01-03,2023-02-14,36,15767.93,2,1,43,7,5.142857142857143,0,0.0,1.6376087894007967,9.665733409451825,3,3,3,9
31514,"WARANART TRAVEL SERVICE CO.,LTD.",APAC,2019-08-02,2019-08-08,2023-01-03,2023-02-14,32,11193.28,2,1,43,7,4.571428571428571,0,0.0,1.519825753744413,9.323068877211153,3,3,3,9
48840,VIP TRAVEL M&CO D.O.O.,Southern Europe,2021-10-12,2021-10-13,2023-01-03,2023-02-14,29,14428.47,2,1,43,7,4.142857142857143,0,0.0,1.421385680931161,9.576958617040404,3,3,3,9
9016,VOYAGE WESTERN TOUR & TRAVEL SDN BHD,APAC,2016-09-16,2018-12-03,2023-01-03,2023-02-07,20,2642.85,9,2,36,6,3.3333333333333335,0,0.6931471805599453,1.2039728043259361,7.879613159304748,2,3,2,7
41032,GITA TOURISM & TRAVEL L.L.C,Middle East,2020-12-12,2021-05-19,2023-01-03,2023-02-10,19,23234.35,6,1,39,6,3.1666666666666665,0,0.0,1.1526795099383853,10.053387066090112,3,3,3,9
13987,TRAVEL TIME MARKETING SERVICES,APAC,2017-09-10,2017-09-11,2023-01-03,2023-02-11,9,3733.15,5,1,40,6,1.5,0,0.0,0.4054651081081644,8.225007660266424,3,2,2,7
66883,ROZI CHANUKA,Southern Europe,2022-11-24,2022-11-30,2023-01-03,2023-01-03,1,231.26,44,7,1,1,1.0,0,1.9459101490553132,0.0,5.443542618700816,1,1,1,3
10162,CT FORTITUDE,Africa,2017-01-19,2017-02-08,2023-01-03,2023-02-14,128,93300.65,2,1,43,7,18.285714285714285,0,0.0,2.906120114864304,11.443582353585015,3,3,3,9
7712,BUKHAMSEEN TRAVEL,Middle East,2016-06-02,2018-05-31,2023-01-03,2023-02-14,32,32319.69,2,1,43,7,4.571428571428571,0,0.0,1.519825753744413,10.383431921004874,3,3,3,9
13607,WORLD TRAVEL SERVICES LIMITED,APAC,2017-08-16,2022-03-27,2023-01-03,2023-01-13,8,3120.43,34,5,11,2,4.0,0,1.6094379124341003,1.3862943611198906,8.045726091819974,1,3,2,6
12548,GLOBAL ALLIANCE TRAVEL SERVICES SDN BHD,APAC,2017-06-13,2017-07-19,2023-01-03,2023-01-18,7,1586.02,29,5,16,3,2.3333333333333335,0,1.6094379124341003,0.8472978603872037,7.368983012455763,1,3,2,6
9725,FAMILY TOURS ROUSHDI,Middle East,2016-11-26,2016-12-04,2023-01-03,2023-02-13,17,11147.03,3,1,42,7,2.4285714285714284,0,0.0,0.8873031950009027,9.31892837369308,3,3,3,9
54953,FIRST GULF FOR TOURISM AND TRAVEL ,Middle East,2022-02-21,2022-03-30,2023-01-03,2023-02-03,18,2745.1,13,2,32,5,3.6,0,0.6931471805599453,1.2809338454620642,7.917572783152575,2,3,2,7
13852,TRAVEE SDN BHD ,APAC,2017-08-30,2017-09-11,2023-01-03,2023-01-20,3,573.37,27,4,18,3,1.0,0,1.3862943611198906,0.0,6.351531232582824,1,1,1,3
32222,PACIFIC LEISURE (THAILAND) LTD,APAC,2019-08-23,2019-10-10,2023-01-03,2023-02-14,26,8017.3,2,1,43,7,3.7142857142857144,0,0.0,1.3121863889661687,8.9893569858243,3,3,3,9
386,TRAVEL & TRANSPORT SERVICES(JED),Middle East,2011-09-25,2012-04-03,2023-01-03,2023-02-10,12,14088.73,6,1,39,6,2.0,0,0.0,0.6931471805599453,9.553130465982926,3,2,3,8
66831,GREEN EAGLE TRAVEL AND TOURISM L.L.C,Middle East,2022-11-23,2022-12-01,2023-01-03,2023-02-01,7,1657.29,15,3,30,5,1.4,0,1.0986122886681098,0.3364722366212129,7.412939017200717,2,2,2,6
30298,TX TRAVEL KLAMPIS,APAC,2019-06-26,2019-07-04,2023-01-03,2023-02-13,14,4244.43,3,1,42,7,2.0,0,0.0,0.6931471805599453,8.353362814111295,3,2,2,7
45711,ARABIAN TRAVEL SERVICE - SAUDI BRANCH,Middle East,2021-07-12,2021-08-03,2023-01-03,2023-02-14,168,123930.3,2,1,43,7,24.0,0,0.0,3.1780538303479458,11.727474589777366,3,3,3,9
24021,ALNAKHEEL HOLIDAYS TRAVEL & TOURISM,Middle East,2018-12-11,2019-03-30,2023-01-03,2023-02-14,8,6844.5,2,1,43,7,1.1428571428571428,0,0.0,0.13353139262452257,8.831200689035567,3,2,3,8
1178,TRAVEL CITY LLC,Middle East,2012-09-04,2012-10-17,2023-01-03,2023-02-14,28,16979.78,2,1,43,7,4.0,0,0.0,1.3862943611198906,9.739778503362086,3,3,3,9
31222,CHIRON FLIGHT SERVICES PTE LTD,APAC,2019-07-25,2019-07-26,2023-01-03,2023-01-03,2,1458.63,44,7,1,1,2.0,0,1.9459101490553132,0.6931471805599453,7.285252918006248,1,2,2,5
4690,REHLAT AL TAGHEER (GATEOUT.COM),Middle East,2015-02-12,2015-02-19,2023-01-03,2023-02-12,22,11193.35,4,1,41,6,3.6666666666666665,0,0.0,1.2992829841302609,9.32307513094385,3,3,3,9
1825,AJWAA SKY TRAVEL & TOURISM,Middle East,2013-05-22,2015-05-23,2023-01-03,2023-02-07,19,17213.53,9,2,36,6,3.1666666666666665,0,0.6931471805599453,1.1526795099383853,9.753450981478943,2,3,3,8
3477,AL RAYAH TRAVEL AND TOURISM,Middle East,2014-06-04,2018-10-06,2023-01-03,2023-02-14,7,8128.64,2,1,43,7,1.0,0,0.0,0.0,9.0031489068759,3,1,3,7
21096,CORPORATE INFORMATION TRAVEL (WWW.PICKATRIP.COM.MY),APAC,2018-09-04,2018-09-13,2023-01-03,2023-01-20,3,795.85,27,4,18,3,1.0,0,1.3862943611198906,0.0,6.679410725875863,1,1,1,3
4917,GDC TURIZM TIC. LTD. STI.,Middle East,2015-03-31,2015-10-21,2023-01-03,2023-01-19,5,5327.9,28,5,17,3,1.6666666666666667,0,1.6094379124341003,0.5108256237659907,8.58071244327532,1,2,3,6
1699,ALWASEET TRAVEL& TOURSIM  SERVICES,Middle East,2013-04-21,2018-06-14,2023-01-03,2023-02-14,144,108593.63,2,1,43,7,20.571428571428573,0,0.0,3.0239031505206873,11.595368029144721,3,3,3,9
36112,ALLABOUT TRAVEL BY JOSIE,APAC,2020-01-02,2020-01-16,2023-01-03,2023-02-09,8,9199.39,7,2,38,6,1.3333333333333333,0,0.6931471805599453,0.28768207245178085,9.126892456491076,2,2,3,7
39321,Q'GO COMPANY,Middle East,2020-08-23,2020-12-16,2023-01-03,2023-02-14,46,39705.71,2,1,43,7,6.571428571428571,0,0.0,1.8827312474337816,10.589250285048289,3,3,3,9
832,BIN SALEH TRAVEL LLC (H.O.),Middle East,2012-02-16,2012-02-22,2023-01-03,2023-02-09,6,2221.75,7,2,38,6,1.0,0,0.6931471805599453,0.0,7.706050452618585,2,1,2,5
42849,SKY TOURS - LONA ABU ZEDAN,Southern Europe,2021-04-01,2021-04-23,2023-01-03,2023-01-03,4,1884.09,44,7,1,1,4.0,0,1.9459101490553132,1.3862943611198906,7.541200224695961,1,3,2,6
13561,SUNTRAVEL SDN BHD,APAC,2017-08-11,2017-12-04,2023-01-03,2023-02-13,28,12931.87,3,1,42,7,4.0,0,0.0,1.3862943611198906,9.467450086212056,3,3,3,9
6213,FLYWEEK TRAVEL & TOURISM (FLYWEEKTRAVEL.COM),Middle East,2016-01-07,2016-02-04,2023-01-03,2023-01-24,10,6444.27,23,4,22,4,2.5,0,1.3862943611198906,0.9162907318741551,8.770946642860448,1,3,3,7
27547,FERRE TRAVEL AND TOURS,Middle East,2019-04-18,2019-05-21,2023-01-03,2023-01-22,10,11902.82,25,4,20,3,3.3333333333333335,0,1.3862943611198906,1.2039728043259361,9.384530625815446,1,3,3,7
7026,NAZARENE TOURS LTD,Southern Europe,2016-03-21,2016-11-30,2023-01-03,2023-02-14,124,116094.36,2,1,43,7,17.714285714285715,0,0.0,2.8743714165497236,11.662158587694625,3,3,3,9
11977,ONE WORKS SPA,Southern Europe,2017-05-08,2017-05-25,2023-01-03,2023-02-14,31,10700.34,2,1,43,7,4.428571428571429,0,0.0,1.488077055429833,9.278030795646096,3,3,3,9
57167,CITY PRESTIGE TOURISM,Middle East,2022-04-19,2022-04-30,2023-01-03,2023-02-10,3,4712.05,6,1,39,6,0.5,0,0.0,-0.6931471805599453,8.457878336480556,3,1,2,6
2363,KURBAN TRAVEL SERVICES,Middle East,2013-11-19,2013-12-06,2023-01-03,2023-02-10,110,60319.65,6,1,39,6,18.333333333333332,0,0.0,2.908720896564361,11.007413200277735,3,3,3,9
29855,GRAND ZAMZAM INTERNATIONAL TRAVEL,Middle East,2019-06-10,2019-06-12,2023-01-03,2023-02-08,5,3273.42,8,2,37,6,0.8333333333333334,0,0.6931471805599453,-0.1823215567939546,8.093590588908315,2,1,2,5
46095,FOUR SEASONS TRAVEL AGENCY,Middle East,2021-07-25,2021-07-25,2023-01-03,2023-01-12,7,5550.87,35,6,10,2,3.5,0,1.791759469228055,1.252762968495368,8.62170995121218,1,3,3,7
46092,LAND TRAVEL,Middle East,2021-07-25,2021-07-28,2023-01-03,2023-02-12,24,10049.56,4,1,41,6,4.0,0,0.0,1.3862943611198906,9.215284131434274,3,3,3,9
7306,OASIS TRAVEL AGENCY,Middle East,2016-04-25,2016-06-16,2023-01-03,2023-02-08,4,2474.13,8,2,37,6,0.6666666666666666,0,0.6931471805599453,-0.40546510810816444,7.8136440980553425,2,1,2,5
5194,SKYLINE TRAVEL SHJ,Middle East,2015-05-24,2020-09-08,2023-01-03,2023-02-14,15,5572.78,2,1,43,7,2.142857142857143,0,0.0,0.7621400520468967,8.62564931074512,3,2,3,8
24085,LE HOLIDAYS SDN BHD ,APAC,2018-12-13,2019-05-09,2023-01-03,2023-01-09,7,848.67,38,6,7,2,3.5,0,1.791759469228055,1.252762968495368,6.743670418171301,1,3,1,5
63982,SINDIBAD GROUP,"Eastern, Central Europe & CIS",2022-09-26,2022-11-02,2023-01-03,2023-02-14,28,22634.8,2,1,43,7,4.0,0,0.0,1.3862943611198906,10.027243823957376,3,3,3,9
42904,WAY2GO,Southern Europe,2021-04-06,2022-04-22,2023-01-03,2023-02-12,6,10442.0,4,1,41,6,1.0,0,0.0,0.0,9.253591413970497,3,1,3,7
15253,AL MUTAMAYEZ TOURS,Middle East,2017-11-20,2017-12-05,2023-01-03,2023-01-03,1,672.37,44,7,1,1,1.0,0,1.9459101490553132,0.0,6.510808784239302,1,1,1,3
6993,SKYWIN TRAVEL AND TOURS CORPORATION,APAC,2016-03-18,2019-09-26,2023-01-03,2023-02-09,17,8328.31,7,2,38,6,2.8333333333333335,0,0.6931471805599453,1.0414538748281612,9.027415833425263,2,3,3,8
25988,RAL TRAVEL (TABUK) ,Middle East,2019-03-06,2019-04-02,2023-01-03,2023-01-11,2,780.26,36,6,9,2,1.0,0,1.791759469228055,0.0,6.659627197473758,1,1,1,3
3964,HANIEL TRAVEL (HTS),Africa,2014-09-23,2014-10-01,2023-01-03,2023-02-14,46,26026.07,2,1,43,7,6.571428571428571,0,0.0,1.8827312474337816,10.16685400695116,3,3,3,9
49345,THABAT AVIATION COMPANY,Middle East,2021-10-25,2021-10-26,2023-01-03,2023-01-26,6,10180.66,21,4,24,4,1.5,0,1.3862943611198906,0.4054651081081644,9.22824512100884,1,2,3,6
7528,TRAVEL CENTER.,Middle East,2016-05-18,2016-05-18,2023-01-03,2023-02-12,12,7223.2,4,1,41,6,2.0,0,0.0,0.6931471805599453,8.885053346993269,3,2,3,8
49788,TRAVELS & TOURS,Southern Europe,2021-10-27,2021-11-25,2023-01-03,2023-02-14,10,3038.12,2,1,43,7,1.4285714285714286,0,0.0,0.3566749439387324,8.018994182046463,3,2,2,7
34262,FUN TOURS (HAMIFRAZ) 1998 LTD,Southern Europe,2019-10-21,2019-11-05,2023-01-03,2023-02-13,36,40971.77,3,1,42,7,5.142857142857143,0,0.0,1.6376087894007967,10.6206385719509,3,3,3,9
11258,AMSTAR TRAVEL AND TOURS,APAC,2017-03-20,2018-12-23,2023-01-03,2023-01-03,1,51.62,44,7,1,1,1.0,0,1.9459101490553132,0.0,3.943909194290468,1,1,1,3
1035,ORIENT TRAVEL & TOURING AGENCY(SHJ),Middle East,2012-06-04,2012-06-20,2023-01-03,2023-02-13,32,19840.4,3,1,42,7,4.571428571428571,0,0.0,1.519825753744413,9.89547554192595,3,3,3,9
28554,ROYAL REGIS HOLIDAYS,Middle East,2019-05-10,2019-05-12,2023-01-03,2023-01-03,1,116.49,44,7,1,1,1.0,0,1.9459101490553132,0.0,4.757805432411685,1,1,1,3
234,ATLAS TRAVEL (DAMMAM),Middle East,2011-06-20,2011-06-22,2023-01-03,2023-02-12,53,36485.73,4,1,41,6,8.833333333333334,0,0.0,2.178532444324067,10.504676504222116,3,3,3,9
25224,CENTRAL TRAVELS LLC,Middle East,2019-02-11,2020-02-25,2023-01-03,2023-01-23,20,13064.3,24,4,21,4,5.0,0,1.3862943611198906,1.6094379124341003,9.477638598256814,1,3,3,7
8805,PT. GLOBAL SERVIS WISATA (GLOBAL SERVICE TOUR & TRAVEL),APAC,2016-08-29,2018-12-20,2023-01-03,2023-02-14,42,9278.86,2,1,43,7,6.0,0,0.0,1.791759469228055,9.135493973406616,3,3,3,9
35385,STAFF TRAVELLING (ISRAEL),Southern Europe,2019-11-27,2020-01-16,2023-01-03,2023-02-13,23,6552.18,3,1,42,7,3.2857142857142856,0,0.0,1.1895840668738364,8.787553097683015,3,3,3,9
60878,TRAVELUXX,Africa,2022-07-08,2022-10-10,2023-01-03,2023-01-03,1,652.2,44,7,1,1,1.0,0,1.9459101490553132,0.0,6.480351263355219,1,1,1,3
272,MEDHYAF TRAVEL & TOURISM(KWI),Middle East,2011-07-18,2011-09-21,2023-01-03,2023-02-14,62,35059.27,2,1,43,7,8.857142857142858,0,0.0,2.181224235989778,10.46479533680951,3,3,3,9
50050,MIZRAHI TRAVEL,Southern Europe,2021-11-03,2021-11-17,2023-01-03,2023-02-05,11,14924.6,11,2,34,5,2.2,0,0.6931471805599453,0.7884573603642703,9.610766137231641,2,2,3,7
343,ALMAKTAB TRAVEL AGENCY,Middle East,2011-08-27,2019-03-30,2023-01-03,2023-02-14,45,66461.38,2,1,43,7,6.428571428571429,0,0.0,1.8607523407150064,11.104376306062555,3,3,3,9
37803,TRANSGLOBE SOLUTION LIMITED T/A MY UMRAH TRAVEL,UK,2020-03-03,2021-09-03,2023-01-03,2023-01-14,6,2225.5,33,5,12,2,3.0,0,1.6094379124341003,1.0986122886681098,7.707736888455909,1,3,2,6
65747,ASWAR TOURS LTD,Western Europe,2022-11-03,2022-11-21,2023-01-03,2023-02-14,38,19390.49,2,1,43,7,5.428571428571429,0,0.0,1.6916760106710724,9.87253801867552,3,3,3,9
639,JAHRA CO OPERATIVE TRAVELS & TOURISM(KWI),Middle East,2011-12-10,2013-02-02,2023-01-03,2023-02-06,28,15723.26,10,2,35,6,4.666666666666667,0,0.6931471805599453,1.540445040947149,9.662896423617978,2,3,3,8
26359,ETIHAD NATIONAL TRAVEL AND TOURISM,Middle East,2019-03-14,2019-03-14,2023-01-03,2023-02-14,67,40376.34,2,1,43,7,9.571428571428571,0,0.0,2.2587824703356527,10.60599924882871,3,3,3,9
32643,FIRST FLIGHT TRAVELS & TOURISM ,Middle East,2019-09-01,2019-09-05,2023-01-03,2023-02-13,52,70447.52,3,1,42,7,7.428571428571429,0,0.0,2.005333569526114,11.162623314436098,3,3,3,9
37237,ROYAL PARK TOURISM (B2B.ROYALPARK.NET),Middle East,2020-02-11,2021-10-02,2023-01-03,2023-02-14,49,53496.21,2,1,43,7,7.0,0,0.0,1.9459101490553132,10.887366089253252,3,3,3,9
9305,LUXE TRAVEL LIMITED,APAC,2016-10-17,2017-05-29,2023-01-03,2023-02-03,4,6040.91,13,2,32,5,0.8,0,0.6931471805599453,-0.2231435513142097,8.7063099418321,2,1,3,6
11558,FREME TRAVEL SERVICE SDN BHD,APAC,2017-04-08,2017-06-07,2023-01-03,2023-02-14,26,11241.97,2,1,43,7,3.7142857142857144,0,0.0,1.3121863889661687,9.327409374994147,3,3,3,9
22565,SEU ORLANDO TRAVEL,Latin America,2018-10-22,2018-11-13,2023-01-03,2023-01-18,4,1411.41,29,5,16,3,1.3333333333333333,0,1.6094379124341003,0.28768207245178085,7.252344483705298,1,2,2,5
10401,TRAVELNEZA,Africa,2017-02-03,2017-03-07,2023-01-03,2023-02-03,5,12543.51,13,2,32,5,1.0,0,0.6931471805599453,0.0,9.43695867932723,2,1,3,6
28665,E-TOURS D.O.O.,Southern Europe,2019-05-14,2020-02-05,2023-01-03,2023-02-10,44,35854.42,6,1,39,6,7.333333333333333,0,0.0,1.992430164690206,10.487222129920324,3,3,3,9
51744,TRAVELIX,Southern Europe,2021-11-19,2022-11-17,2023-01-03,2023-01-25,2,2294.16,22,4,23,4,0.5,0,1.3862943611198906,-0.6931471805599453,7.738122042423616,1,1,2,4
64747,ETNA TRAVEL LLC,"Eastern, Central Europe & CIS",2022-10-13,2023-01-03,2023-01-03,2023-01-12,2,2285.39,35,6,10,2,1.0,1,1.791759469228055,0.0,7.734291967101395,1,1,2,4
32833,XL ELITE TRAVEL,Africa,2019-09-06,2019-09-11,2023-01-03,2023-02-14,117,50579.61,2,1,43,7,16.714285714285715,0,0.0,2.816263785742443,10.831303809636697,3,3,3,9
283,RITZ TRAVEL AND TOURSIM CO. W.L.L.,Middle East,2011-07-21,2018-03-21,2023-01-03,2023-02-14,40,35175.05,2,1,43,7,5.714285714285714,0,0.0,1.742969305058623,10.468092303445687,3,3,3,9
30222,SKY ZONE TRAVEL LLC,Middle East,2019-06-24,2019-07-31,2023-01-03,2023-01-18,3,1373.83,29,5,16,3,1.0,0,1.6094379124341003,0.0,7.225357738781125,1,1,2,4
45168,PREMICES VOYAGES (SAFAR2GO.COM),Africa,2021-06-21,2021-08-05,2023-01-03,2023-01-29,8,6088.88,18,3,27,4,2.0,0,1.0986122886681098,0.6931471805599453,8.714219435744807,1,2,3,6
4200,TRAVEL & TOUR WORLD,Africa,2014-10-30,2014-12-15,2023-01-03,2023-02-13,81,115756.1,3,1,42,7,11.571428571428571,0,0.0,2.4485390056171252,11.659240670343912,3,3,3,9
7900,FELDA TRAVEL SDN BHD,APAC,2016-06-16,2017-12-11,2023-01-03,2023-02-14,147,77492.39,2,1,43,7,21.0,0,0.0,3.044522437723423,11.25793501697175,3,3,3,9
34812,FHS TURIZM,Middle East,2019-11-08,2019-12-18,2023-01-03,2023-02-07,7,3593.87,9,2,36,6,1.1666666666666667,0,0.6931471805599453,0.15415067982725836,8.18698489529253,2,2,2,6
230,SUNSHINE TOURS(BAH),Middle East,2011-06-19,2011-10-29,2023-01-03,2023-02-14,3,2410.76,2,1,43,7,0.42857142857142855,0,0.0,-0.8472978603872037,7.787697329468585,3,1,2,6
34461,HAYS BEDS LTD (B2B API) ,UK,2019-10-29,2020-12-21,2023-01-03,2023-01-31,13,7509.96,16,3,29,5,2.6,0,1.0986122886681098,0.9555114450274363,8.923985418512306,2,3,3,8
3730,GLOBAL INTERLNK TRAVEL SERVICES LTD.,Africa,2014-07-29,2014-09-12,2023-01-03,2023-02-14,8,5259.3,2,1,43,7,1.1428571428571428,0,0.0,0.13353139262452257,8.567753217027938,3,2,3,8
3636,SHIMASY TRAVEL CO.LTD,Africa,2014-07-02,2014-07-04,2023-01-03,2023-02-09,3,7951.72,7,2,38,6,0.5,0,0.6931471805599453,-0.6931471805599453,8.981143536448872,2,1,3,6
38236,WEBBEDS - LOH WEB (LOTSOFHOTELS.COM),Middle East,2020-04-27,2020-07-25,2023-01-03,2023-01-03,1,207.08,44,7,1,1,1.0,0,1.9459101490553132,0.0,5.333105192033701,1,1,1,3
27361,FOREREZ (GTSBEDS.COM),Middle East,2019-04-15,2021-10-05,2023-01-03,2023-02-08,9,7655.41,8,2,37,6,1.5,0,0.6931471805599453,0.4054651081081644,8.943167866422371,2,2,3,7
10979,WORLDTRAVELLERS DMC SDN BHD (HQ),APAC,2017-03-04,2018-02-05,2023-01-03,2023-02-14,90,31523.5,2,1,43,7,12.857142857142858,0,0.0,2.553899521274952,10.3584885784164,3,3,3,9
28632,SURE MITHAS TRAVEL BY ISHAAQ,Africa,2019-05-13,2019-09-06,2023-01-03,2023-02-14,56,70108.06,2,1,43,7,8.0,0,0.0,2.0794415416798357,11.157793045015145,3,3,3,9
16591,HOLIDAY PLANNERS LTD,UK,2018-02-17,2018-11-17,2023-01-03,2023-02-07,31,17499.51,9,2,36,6,5.166666666666667,0,0.6931471805599453,1.6422277352570913,9.769928159519598,2,3,3,8
33500,BON-VOYAGE LTD,Southern Europe,2019-09-25,2019-09-26,2023-01-03,2023-02-12,30,28302.15,4,1,41,6,5.0,0,0.0,1.6094379124341003,10.250693052477072,3,3,3,9
9228,REGAL TOURS & TRAVEL LTD,Africa,2016-10-07,2016-10-25,2023-01-03,2023-01-03,3,561.12,44,7,1,1,3.0,0,1.9459101490553132,1.0986122886681098,6.329934786391868,1,3,1,5
66457,GLOBAL TRAVEL&TOURISM NEW,Middle East,2022-11-16,2022-11-21,2023-01-03,2023-02-09,15,21462.48,7,2,38,6,2.5,0,0.6931471805599453,0.9162907318741551,9.974061573347406,2,3,3,8
4345,KARNAK TRAVEL HQ,Middle East,2014-11-26,2019-05-13,2023-01-03,2023-01-23,7,5886.65,24,4,21,4,1.75,0,1.3862943611198906,0.5596157879354227,8.680442354228756,1,2,3,6
2866,MAHROUSSA TRAVEL,Middle East,2014-02-25,2014-04-19,2023-01-03,2023-02-12,16,10112.67,4,1,41,6,2.6666666666666665,0,0.0,0.9808292530117262,9.221544372103073,3,3,3,9
23,AL SAFINA TRAVEL & TOURISM (HO)-RAK,Middle East,2011-05-25,2011-10-01,2023-01-03,2023-02-13,22,13298.12,3,1,42,7,3.142857142857143,0,0.0,1.1451323043030026,9.495377950835055,3,3,3,9
35923,SONÄŒEK D.O.O.,Southern Europe,2019-12-18,2021-11-15,2023-01-03,2023-02-14,5,5404.27,2,1,43,7,0.7142857142857143,0,0.0,-0.3364722366212129,8.594944660822359,3,1,3,7
23933,AILES LLC,"Eastern, Central Europe & CIS",2018-12-07,2022-06-21,2023-01-03,2023-02-12,14,10276.77,4,1,41,6,2.3333333333333335,0,0.0,0.8472978603872037,9.23764128730263,3,3,3,9
796,ALRAHALAH INTERNATIONAL TRAVEL (JED),Middle East,2012-01-24,2013-01-09,2023-01-03,2023-02-08,28,20561.79,8,2,37,6,4.666666666666667,0,0.6931471805599453,1.540445040947149,9.931189778036213,2,3,3,8
36253,CTM INTERNATIONAL,Southern Europe,2020-01-09,2020-01-29,2023-01-03,2023-02-09,18,11137.42,7,2,38,6,3.0,0,0.6931471805599453,1.0986122886681098,9.31806588881275,2,3,3,8
29820,GOLDEN RUBY TRAVEL & TOURISM LLC,Middle East,2019-06-09,2019-07-25,2023-01-03,2023-02-09,30,29596.18,7,2,38,6,5.0,0,0.6931471805599453,1.6094379124341003,10.295400577929907,2,3,3,8
48504,TRAVELSCAPE LANKA PVT LTD,Middle East,2021-10-05,2021-10-05,2023-01-03,2023-01-03,1,103.47,44,7,1,1,1.0,0,1.9459101490553132,0.0,4.6392817156168595,1,1,1,3
24428,PLANET X ,Middle East,2019-01-03,2019-12-03,2023-01-03,2023-01-14,3,1643.09,33,5,12,2,1.5,0,1.6094379124341003,0.4054651081081644,7.404333894382422,1,2,2,5
47720,GO HOLIDAYS FZCO,Middle East,2021-09-10,2021-09-22,2023-01-03,2023-02-12,23,12092.04,4,1,41,6,3.8333333333333335,0,0.0,1.3437347467010947,9.400302663866091,3,3,3,9
39538,WUHAN FUXIANG BUSINESS TRAVEL,China,2020-09-10,2020-09-11,2023-01-03,2023-01-18,14,861.03,29,5,16,3,4.666666666666667,0,1.6094379124341003,1.540445040947149,6.758129347026295,1,3,1,5
60692,EL YAKOUT VOYAGES & TOURISME,Africa,2022-07-04,2022-08-28,2023-01-03,2023-01-23,7,5308.0,24,4,21,4,1.75,0,1.3862943611198906,0.5596157879354227,8.576970395452099,1,2,3,6
251,MAJAN TRAVEL (PALM HOLIDAYS),Middle East,2011-07-06,2013-05-20,2023-01-03,2023-02-12,12,13362.05,4,1,41,6,2.0,0,0.0,0.6931471805599453,9.500173878433218,3,2,3,8
54532,HEJOZATI TRAVEL,Middle East,2022-02-08,2022-08-17,2023-01-03,2023-02-13,22,34249.97,3,1,42,7,3.142857142857143,0,0.0,1.1451323043030026,10.441440967777579,3,3,3,9
1920,HAFIF TRAVEL & TOURISM CO(RUH),Middle East,2013-06-15,2013-06-20,2023-01-03,2023-02-14,18,13461.56,2,1,43,7,2.5714285714285716,0,0.0,0.9444616088408515,9.507593495442835,3,3,3,9
67794,CITY LINK TRAVEL (EGYPT) ,Middle East,2022-12-26,2023-01-03,2023-01-03,2023-01-16,5,638.11,31,5,14,3,1.6666666666666667,1,1.6094379124341003,0.5108256237659907,6.458510682276343,1,2,1,4
6195,FRIDAY TRAVEL CO.,Middle East,2016-01-04,2016-01-14,2023-01-03,2023-02-11,4,4541.76,5,1,40,6,0.6666666666666666,0,0.0,-0.40546510810816444,8.421069881110894,3,1,2,6
34120,IN STYLE TRAVEL SP. Z O.O. SP. K.,"Eastern, Central Europe & CIS",2019-10-16,2020-01-13,2023-01-03,2023-02-07,13,11577.8,9,2,36,6,2.1666666666666665,0,0.6931471805599453,0.7731898882334817,9.356844750349138,2,2,3,7
