agency_id,agency_name,region,created_on,first_overall_sale,first_q_sale,last_q_sale,freq,mon,rec,days_active,rel_freq,new_agency,rec_log,rel_freq_log,mon_log,rec_score,freq_score,mon_score,RFM
2090,AFRAH ALSABAH TRAVEL,Middle East,2013-09-11,2018-01-27,2022-10-05,2022-12-30,16,17119.14,2,87,0.1839080459770115,0,0.6931471805599453,-1.6933193964148026,9.747952414789122,3,1,3,7
58201,KRISTIN HANCOCK - FDV GLOBAL LLC,North America,2022-05-17,2022-10-05,2022-10-05,2022-10-19,3,4568.39,74,15,0.2,1,4.30406509320417,-1.6094379124341003,8.426916124223876,1,2,2,5
403,FANAR TRAVEL(DOH),Middle East,2011-09-27,2012-03-17,2022-10-05,2022-12-26,61,83124.38,6,83,0.7349397590361446,0,1.791759469228055,-0.30796674362328663,11.328093319283722,3,3,3,9
39901,MAKANI TRAVEL AND TOURISM ,Middle East,2020-10-07,2020-10-19,2022-10-05,2022-12-16,10,13435.47,16,73,0.136986301369863,0,2.772588722239781,-1.9878743481543455,9.50565350369039,2,1,3,6
25534,BUKHARI TRAVEL LIMITED,UK,2019-02-20,2019-05-09,2022-10-05,2022-12-29,72,42613.25,3,86,0.8372093023255814,0,1.0986122886681098,-0.17768117723745236,10.659920516760618,3,3,3,9
31620,MEGA VETOR VIAGENS,Latin America,2019-08-05,2019-09-23,2022-10-05,2022-12-27,23,17180.81,5,84,0.27380952380952384,0,1.6094379124341003,-1.295322582914164,9.751548342273155,3,2,3,8
927,LOTUS TRAVEL & TOURS(DOH),Middle East,2012-04-17,2013-06-04,2022-10-05,2022-12-25,21,23182.65,7,82,0.25609756097560976,0,1.9459101490553132,-1.3621968095408301,10.051159433051378,3,2,3,8
53691,MINNA TOURS,Southern Europe,2022-01-17,2022-02-20,2022-10-05,2022-12-22,3,1631.18,10,79,0.0379746835443038,0,2.302585092994046,-3.270835563798912,7.397058958272868,3,1,1,5
28593,MUNDITUR SAS,Latin America,2019-05-10,2019-05-13,2022-10-05,2022-12-29,43,27897.75,3,86,0.5,0,1.0986122886681098,-0.6931471805599453,10.236301319396171,3,2,3,8
40338,ORIZZONTI BY TUAMOTUS SA,Western Europe,2020-11-04,2021-03-30,2022-10-05,2022-12-30,9,13009.98,2,87,0.10344827586206896,0,0.6931471805599453,-2.268683541318364,9.473472034226353,3,1,3,7
20015,ARABIA TOURISM (U K) LIMITED T/A STRATFORD TRAVEL,UK,2018-07-24,2022-03-23,2022-10-05,2022-12-20,33,44687.1,12,77,0.42857142857142855,0,2.4849066497880004,-0.8472978603872037,10.707440148347352,2,2,3,7
55,ANTA,Middle East,2011-05-29,2011-09-07,2022-10-05,2022-12-27,22,30629.03,5,84,0.2619047619047619,0,1.6094379124341003,-1.3397743454849977,10.329703531026317,3,2,3,8
8422,LUSO VIAGENS,Latin America,2016-08-01,2016-08-12,2022-10-05,2022-12-28,9,3725.34,4,85,0.10588235294117647,0,1.3862943611198906,-2.245426679154097,8.22291340181612,3,1,2,6
48299,AMTOURS,Latin America,2021-09-28,2021-09-28,2022-10-05,2022-12-16,30,15939.95,16,73,0.410958904109589,0,2.772588722239781,-0.8892620594862358,9.676583815576425,2,2,3,7
37061,AKBAR ALAM TRAVEL AND TOURISM,Middle East,2020-02-06,2020-12-03,2022-10-05,2022-12-29,13,5033.11,3,86,0.1511627906976744,0,1.0986122886681098,-1.889397938791971,8.523793362289563,3,1,2,6
17634,DIFERENZA AGENCIA DE VIAGENS E TURISMO LTDA ,Latin America,2018-04-23,2018-11-27,2022-10-05,2022-12-29,26,28992.32,3,86,0.3023255813953488,0,1.0986122886681098,-1.1962507582320256,10.274786246309386,3,2,3,8
51434,MUNDIDESTINOS,Latin America,2021-11-12,2021-11-15,2022-10-05,2022-12-30,12,8369.06,2,87,0.13793103448275862,0,0.6931471805599453,-1.9810014688665833,9.032296851322505,3,1,3,7
26976,CONGRESS TRAVEL SERVICE DOO,Western Europe,2019-04-03,2019-04-04,2022-10-05,2022-11-04,5,1242.53,58,31,0.16129032258064516,0,4.060443010546419,-1.824549292051046,7.124904902548517,1,1,1,3
44611,ELITE GULF TRAVEL & TOURS (JED) ,Middle East,2021-06-01,2021-06-05,2022-10-05,2022-12-27,17,14948.15,5,84,0.20238095238095238,0,1.6094379124341003,-1.5976034547870974,9.612342825342289,3,2,3,8
7906,VIA MOREALE,Latin America,2016-06-16,2017-03-31,2022-10-05,2022-12-28,20,20253.01,4,85,0.23529411764705882,0,1.3862943611198906,-1.4469189829363254,9.91605870346387,3,2,3,8
38556,TRAVELSTAR CURITIBA,Latin America,2020-06-19,2020-06-19,2022-10-05,2022-12-28,23,3800.04,4,85,0.27058823529411763,0,1.3862943611198906,-1.3071570405611668,8.242766871974865,3,2,2,7
10727,SANTORINI VIAGENS,Latin America,2017-02-16,2022-04-25,2022-10-05,2022-12-26,5,14131.25,6,83,0.060240963855421686,0,1.791759469228055,-2.8094026953624978,9.55614393602628,3,1,3,7
1433,ALWAZIR TRAVEL AND TOURISM SERVICES(JED),Middle East,2013-01-15,2013-01-22,2022-10-05,2022-12-19,15,9671.54,13,76,0.19736842105263158,0,2.5649493574615367,-1.622683139184121,9.176942831196703,2,2,3,7
10538,LEGRAND VIAJES PROMOCION INTERNACIONAL CONSULTORES,Latin America,2017-02-09,2019-07-18,2022-10-05,2022-12-08,11,19446.67,24,65,0.16923076923076924,0,3.1780538303479458,-1.7764919970972666,9.87543112616257,2,1,3,6
5618,GETSETE VIAGENS E TURISMO,Latin America,2015-08-27,2015-11-23,2022-10-05,2022-11-30,3,3373.28,32,57,0.05263157894736842,0,3.4657359027997265,-2.9444389791664407,8.123640843771684,2,1,2,5
7767,DARWISH HOLIDAYS ,Middle East,2016-06-06,2016-06-27,2022-10-05,2022-12-28,30,43414.62,4,85,0.35294117647058826,0,1.3862943611198906,-1.041453874828161,10.67855152972121,3,2,3,8
19627,BRASILIA GO TRIP,Latin America,2018-07-10,2018-09-12,2022-10-05,2022-12-27,16,17945.12,5,84,0.19047619047619047,0,1.6094379124341003,-1.6582280766035324,9.795073490658819,3,2,3,8
36683,CITICO TRAVEL,Middle East,2020-01-26,2020-02-03,2022-10-05,2022-12-30,13,4470.65,2,87,0.14942528735632185,0,0.6931471805599453,-1.900958761193047,8.405289090906289,3,1,2,6
59930,BITACORA LOS TRAVEL PLANNERS SAS,Latin America,2022-06-15,2022-06-20,2022-10-05,2022-11-16,11,4291.3,46,43,0.2558139534883721,0,3.828641396489095,-1.363304842895192,8.364344996320684,1,2,2,5
24682,AD HOC TRAVEL,Latin America,2019-01-17,2021-09-25,2022-10-05,2022-12-12,33,33879.73,20,69,0.4782608695652174,0,2.995732273553991,-0.7375989431307791,10.430572179430811,2,2,3,7
23330,TRAVELMATE TURISMO CWB,Latin America,2018-11-16,2018-11-16,2022-10-05,2022-12-20,8,3467.26,12,77,0.1038961038961039,0,2.4849066497880004,-2.264363880173848,8.15111993566236,2,1,2,5
15904,WHITE BIRD TRAVEL,Middle East,2018-01-02,2018-04-05,2022-10-05,2022-12-04,7,8584.1,28,61,0.11475409836065574,0,3.332204510175204,-2.164963715117998,9.057666933823294,2,1,3,6
22400,ZHONGHUA TOURISM L.L.C.,China,2018-10-18,2018-12-22,2022-10-05,2022-10-18,2,788.33,75,14,0.14285714285714285,0,4.31748811353631,-1.9459101490553135,6.669916783919175,1,1,1,3
9712,UNICA TRAVEL AGENCIA DE TURISMO LTDA,Latin America,2016-11-24,2018-10-10,2022-10-05,2022-12-24,19,46245.34,8,81,0.2345679012345679,0,2.0794415416798357,-1.4500101755059984,10.741715981107511,3,2,3,8
54459,KATSOURIS TRAVEL,Southern Europe,2022-02-07,2022-02-16,2022-10-05,2022-12-08,17,11350.17,24,65,0.26153846153846155,0,3.1780538303479458,-1.341173925839421,9.336988000770948,2,2,3,7
7437,ENVIRON TRAVEL,Latin America,2016-05-09,2016-05-10,2022-10-05,2022-12-15,8,5941.55,17,72,0.1111111111111111,0,2.833213344056216,-2.1972245773362196,8.689725321077992,2,1,2,5
32053,STARTUR,Latin America,2019-08-19,2019-08-23,2022-10-05,2022-12-08,31,26584.87,24,65,0.47692307692307695,0,3.1780538303479458,-0.7404000654104909,10.188097535950932,2,2,3,7
20080,WIKREATE TRAVELS UGANDA,Africa,2018-07-26,2018-08-08,2022-10-05,2022-12-03,6,3658.49,29,60,0.1,0,3.367295829986474,-2.3025850929940455,8.204805772959682,2,1,2,5
17438,ARLES,Latin America,2018-04-10,2018-04-17,2022-10-05,2022-12-27,20,22005.34,5,84,0.23809523809523808,0,1.6094379124341003,-1.4350845252893227,9.999040430159681,3,2,3,8
63181,TRAVEL VIBES - OASIS TRAVEL NETWORK,North America,2022-09-01,2022-09-07,2022-10-05,2022-10-05,1,2868.1,88,1,1.0,0,4.477336814478207,0.0,7.96140506861514,1,3,2,6
17170,AIRPASS TURISMO,Latin America,2018-03-28,2018-11-26,2022-10-05,2022-10-05,1,430.58,88,1,1.0,0,4.477336814478207,0.0,6.0651331370331825,1,3,1,5
3297,ALMAALEM TRAVEL,Middle East,2014-05-07,2016-02-28,2022-10-05,2022-11-22,3,1435.19,40,49,0.061224489795918366,0,3.6888794541139363,-2.793208009442517,7.269052523610246,1,1,1,3
10689,GRUPO HERALDS ,Latin America,2017-02-15,2017-07-13,2022-10-05,2022-12-23,11,5819.05,9,80,0.1375,0,2.1972245773362196,-1.984131361875511,8.668892297161428,3,1,2,6
15344,TRAJETUS TURISMO,Latin America,2017-11-23,2018-11-26,2022-10-05,2022-11-24,8,2614.44,38,51,0.1568627450980392,0,3.6375861597263857,-1.8523840910444898,7.868805204426243,1,1,2,4
7002,CAPITAL VIAGENS E TURISMO,Latin America,2016-03-18,2016-04-11,2022-10-05,2022-10-05,1,4746.55,88,1,1.0,0,4.477336814478207,0.0,8.465173317344112,1,3,2,6
38306,ACY TURIZM A.Åž.,Middle East,2020-05-16,2021-11-12,2022-10-05,2022-10-05,1,767.19,88,1,1.0,0,4.477336814478207,0.0,6.642734489073435,1,3,1,5
15756,ACQUAVIAJES,Latin America,2017-12-21,2018-02-01,2022-10-05,2022-12-14,22,16700.61,18,71,0.30985915492957744,0,2.8903717578961645,-1.1716374236829996,9.723200524683861,2,2,3,7
6049,FUTURE TRAVELS (KHAMIS MUSHAYT),Middle East,2015-11-30,2016-11-23,2022-10-05,2022-10-05,1,175.8,88,1,1.0,0,4.477336814478207,0.0,5.169346985251076,1,3,1,5
40915,TRAVOLOGY.NET,Middle East,2020-12-04,2022-09-14,2022-10-05,2022-10-05,1,302.64,88,1,1.0,0,4.477336814478207,0.0,5.7125439803247735,1,3,1,5
55568,JOURNEYS BY JACQY,North America,2022-03-08,2022-03-14,2022-10-05,2022-11-25,7,10819.04,37,52,0.1346153846153846,0,3.6109179126442243,-2.005333569526114,9.28906282388011,1,1,3,5
41444,INSHOLIDAY,APAC,2021-01-14,2021-01-14,2022-10-05,2022-10-07,3,455.31,86,3,1.0,0,4.454347296253507,0.0,6.120978505640064,1,3,1,5
47026,TRAVEL CARE AGENCY,Middle East,2021-08-23,2021-08-24,2022-10-05,2022-12-28,30,27700.58,4,85,0.35294117647058826,0,1.3862943611198906,-1.041453874828161,10.22920863058438,3,2,3,8
13228,PANORAMA TRAVEL & TOURISM COMPANY L.L.C,Middle East,2017-07-28,2017-08-15,2022-10-05,2022-12-29,13,9522.85,3,86,0.1511627906976744,0,1.0986122886681098,-1.889397938791971,9.161449452731128,3,1,3,7
9388,DMTUR AGENCIA DE VIAGENS E TURISMO LTDA,Latin America,2016-10-26,2020-11-29,2022-10-05,2022-11-10,30,46358.24,52,37,0.8108108108108109,0,3.9512437185814275,-0.20972053098206903,10.744154332971183,1,3,3,7
19558,IWE VIAJES,Latin America,2018-07-06,2018-07-23,2022-10-05,2022-11-28,3,778.71,34,55,0.05454545454545454,0,3.5263605246161616,-2.908720896564361,6.657638704416498,1,1,1,3
42328,BOOKAHOTEL RESERVATIONS,Middle East,2021-03-01,2021-03-27,2022-10-05,2022-10-05,1,214.39,88,1,1.0,0,4.477336814478207,0.0,5.3677967863178395,1,3,1,5
45293,DWT TRAVEL AND TOURISM LLC,Middle East,2021-06-24,2021-07-04,2022-10-05,2022-12-09,5,4413.41,23,66,0.07575757575757576,0,3.1354942159291497,-2.580216829592325,8.392402912273214,2,1,2,5
54186,AGENCIA CARIOCA VIAGENS LTDA,Latin America,2022-02-01,2022-03-31,2022-10-05,2022-11-21,22,9559.83,41,48,0.4583333333333333,0,3.713572066704308,-0.7801585575495751,9.16532522346056,1,2,3,6
17004,VENTORUM VIAGENS,Latin America,2018-03-20,2018-06-07,2022-10-05,2022-11-01,7,2429.91,61,28,0.25,0,4.110873864173311,-1.3862943611198906,7.795609498611669,1,2,2,5
49287,HOTEL NIGHT STAY,Middle East,2021-10-24,2021-11-02,2022-10-05,2022-12-30,32,37776.99,2,87,0.367816091954023,0,0.6931471805599453,-1.0001722158548572,10.539455466097523,3,2,3,8
26089,TERRA TOURISM GROUP,Latin America,2019-03-08,2019-03-15,2022-10-05,2022-12-22,18,13288.71,10,79,0.22784810126582278,0,2.302585092994046,-1.4790760945708568,9.49467008153338,3,2,3,8
61943,AGENCE BENADDA,Africa,2022-08-04,2022-08-10,2022-10-05,2022-12-29,16,5583.58,3,86,0.18604651162790697,0,1.0986122886681098,-1.6817585740137264,8.627585426713713,3,1,2,6
10545,"OPERADORA VICA, S.A. DE C.V. ",Latin America,2017-02-09,2017-06-02,2022-10-05,2022-12-14,44,19425.28,18,71,0.6197183098591549,0,2.8903717578961645,-0.4784902431230543,9.874330589546377,2,2,3,7
49352,"AGENCIA DE VIAJES BLENGIO, S.A. DE C.V.",Latin America,2021-10-26,2021-11-19,2022-10-05,2022-12-22,7,5167.7,10,79,0.08860759493670886,0,2.302585092994046,-2.423537703411708,8.550182994241894,3,1,2,6
6354,EXECUTIVE AVIATION (PVT) LTD,Africa,2016-02-03,2016-02-06,2022-10-05,2022-12-02,11,6189.13,30,59,0.1864406779661017,0,3.4011973816621555,-1.6796421711073488,8.730549806527646,2,1,2,5
11404,ABORDO VIAGENS,Latin America,2017-03-30,2017-11-30,2022-10-05,2022-12-30,19,9498.99,2,87,0.21839080459770116,0,0.6931471805599453,-1.5214691394881432,9.158940756147235,3,2,3,8
15595,ARMOTOUR,Latin America,2017-12-10,2018-01-11,2022-10-05,2022-12-14,19,11131.39,18,71,0.2676056338028169,0,2.8903717578961645,-1.318240897874875,9.317524324162697,2,2,3,7
39782,K2 TRAVEL CWB,Latin America,2020-09-28,2020-10-06,2022-10-05,2022-12-22,15,5513.51,10,79,0.189873417721519,0,2.302585092994046,-1.6613976513648114,8.614956722927024,3,2,2,7
13881,IBEROTUR VIAGENS LTDA,Latin America,2017-08-31,2017-11-21,2022-10-05,2022-11-03,3,5304.28,59,30,0.1,0,4.07753744390572,-2.3025850929940455,8.576269320819245,1,1,2,4
63333,EL MAGEED TOURS (MANSOURA),Middle East,2022-09-06,2022-09-22,2022-10-05,2022-11-16,5,3978.8,46,43,0.11627906976744186,0,3.828641396489095,-2.151762203259462,8.288735545278259,1,1,2,4
23390,SURE KLOOF TRAVEL,Africa,2018-11-20,2019-04-11,2022-10-05,2022-12-14,15,5248.29,18,71,0.2112676056338028,0,2.8903717578961645,-1.5546296759391054,8.565657588243536,2,2,2,6
13816,GREEN WAY TRAVELS AND CARGO LLC,Middle East,2017-08-28,2017-08-31,2022-10-05,2022-11-17,3,1973.26,45,44,0.06818181818181818,0,3.8066624897703196,-2.6855773452501515,7.587442276357249,1,1,2,4
21272,ARTRAVEL INTERNATIONAL SAS,Latin America,2018-09-11,2018-09-11,2022-10-05,2022-12-29,24,18398.52,3,86,0.27906976744186046,0,1.0986122886681098,-1.276293465905562,9.820025505579418,3,2,3,8
19517,BURITTY TURISMO,Latin America,2018-07-04,2018-10-16,2022-10-05,2022-12-02,5,29815.46,30,59,0.0847457627118644,0,3.4011973816621555,-2.468099531471619,10.302782329913788,2,1,3,6
30501,LA TOURISTA LTD,Southern Europe,2019-07-03,2019-09-09,2022-10-05,2022-12-21,29,7006.1,11,78,0.3717948717948718,0,2.3978952727983707,-0.9894129967031177,8.854536477135442,2,2,2,6
3267,ASE WORLD OF TRAVEL,Middle East,2014-05-04,2014-07-03,2022-10-05,2022-12-29,13,4817.4,3,86,0.1511627906976744,0,1.0986122886681098,-1.889397938791971,8.479989642418694,3,1,2,6
11463,LINK TURISMO,Latin America,2017-04-04,2019-09-02,2022-10-05,2022-11-25,4,599.94,37,52,0.07692307692307693,0,3.6109179126442243,-2.5649493574615367,6.396829650215813,1,1,1,3
11320,CT VIAGENS - RECIFE,Latin America,2017-03-24,2017-11-06,2022-10-05,2022-12-27,29,12856.83,5,84,0.34523809523809523,0,1.6094379124341003,-1.0635209688568397,9.461630466627694,3,2,3,8
19396,UNITOUR VIAGENS E TURISMO,Latin America,2018-06-28,2019-01-11,2022-10-05,2022-12-28,61,21650.85,4,85,0.7176470588235294,0,1.3862943611198906,-0.3317773923170052,9.982799993629921,3,3,3,9
27619,MILES TRAVEL EGYPT,Middle East,2019-04-22,2019-05-07,2022-10-05,2022-10-14,3,998.56,79,10,0.3,0,4.3694478524670215,-1.2039728043259361,6.906314241185733,1,2,1,4
20375,TOP VIEW,Latin America,2018-08-06,2018-08-22,2022-10-05,2022-11-26,14,9120.21,36,53,0.2641509433962264,0,3.58351893845611,-1.3312345839368633,9.118248109119065,1,2,3,6
31418,"TRAFCORP CO.,LTD. ",APAC,2019-07-31,2022-05-13,2022-10-05,2022-11-18,4,511.49,44,45,0.08888888888888889,0,3.784189633918261,-2.4203681286504293,6.2373280348584395,1,1,1,3
57551,CHRIS ANTON-GRIESBACH - CLARKE-WAY TRAVEL,North America,2022-04-28,2022-05-27,2022-10-05,2022-11-01,2,1195.56,61,28,0.07142857142857142,0,4.110873864173311,-2.639057329615259,7.086369973844765,1,1,1,3
4294,PROMO TRAVELER (MAKKAH),Middle East,2014-11-17,2014-11-24,2022-10-05,2022-12-30,66,37577.36,2,87,0.7586206896551724,0,0.6931471805599453,-0.27625337662815824,10.53415702036675,3,3,3,9
56648,LEIA GLOBAL SDN. BHD.,APAC,2022-04-05,2022-04-12,2022-10-05,2022-12-18,56,19541.08,14,75,0.7466666666666667,0,2.6390573296152584,-0.29213642280116114,9.88027419530786,2,3,3,8
46117,CONFINES TURISTICOS,Latin America,2021-07-26,2021-12-29,2022-10-05,2022-12-24,30,12046.85,8,81,0.37037037037037035,0,2.0794415416798357,-0.9932517730102834,9.396558493956663,3,2,3,8
19130,EUROPLAN TURISMO LTDA,Latin America,2018-06-15,2018-08-02,2022-10-05,2022-12-27,43,21442.99,5,84,0.5119047619047619,0,1.6094379124341003,-0.6696166831497513,9.973153064416467,3,2,3,8
23800,AMC TURISMO,Latin America,2018-12-04,2018-12-28,2022-10-05,2022-10-06,2,230.52,87,2,1.0,0,4.465908118654584,0.0,5.440337626568466,1,3,1,5
19066,CELEBRIDADE TOUR,Latin America,2018-06-13,2019-03-15,2022-10-05,2022-12-29,22,22293.55,3,86,0.2558139534883721,0,1.0986122886681098,-1.363304842895192,10.012052677942767,3,2,3,8
25238,DIF TRAVEL,Latin America,2019-02-11,2019-06-13,2022-10-05,2022-12-09,32,27473.98,23,66,0.48484848484848486,0,3.1354942159291497,-0.723918839226699,10.220994653923904,2,2,3,7
22565,SEU ORLANDO TRAVEL,Latin America,2018-10-22,2018-11-13,2022-10-05,2022-10-28,4,1312.72,65,24,0.16666666666666666,0,4.174387269895637,-1.791759469228055,7.179856599466895,1,1,1,3
12509,INTERNACIONAL TURISMO - JPA,Latin America,2017-06-09,2019-01-22,2022-10-05,2022-12-30,259,128317.5,2,87,2.9770114942528734,0,0.6931471805599453,1.0909199430449539,11.762262940366913,3,3,3,9
33181,WINE VIAGENS ,Latin America,2019-09-17,2019-10-17,2022-10-05,2022-12-28,17,6502.7,4,85,0.2,0,1.3862943611198906,-1.6094379124341003,8.779972754250807,3,2,2,7
23065,ALLA 1 VIAGENS,Latin America,2018-11-05,2018-11-16,2022-10-05,2022-12-28,22,7158.86,4,85,0.25882352941176473,0,1.3862943611198906,-1.3516088031320006,8.876106029401084,3,2,2,7
20209,TOURISM TEAM,Middle East,2018-07-31,2018-08-08,2022-10-05,2022-12-20,32,22617.75,12,77,0.4155844155844156,0,2.4849066497880004,-0.8780695190539572,10.026490275226672,2,2,3,7
46772,CALY LUXURY TOURS,Latin America,2021-08-16,2021-08-17,2022-10-05,2022-12-09,11,3380.29,23,66,0.16666666666666666,0,3.1354942159291497,-1.791759469228055,8.125716783613125,2,1,2,5
9234,TRAVEL VALLEY,Middle East,2016-10-10,2016-11-07,2022-10-05,2022-12-30,82,110638.95,2,87,0.9425287356321839,0,0.6931471805599453,-0.05918887139033065,11.614027476054995,3,3,3,9
30047,SOCIEDAD GEOGRAFICA DE LAS INDIAS,Western Europe,2019-06-17,2019-07-13,2022-10-05,2022-11-27,4,3876.36,35,54,0.07407407407407407,0,3.5553480614894135,-2.6026896854443837,8.262651847954611,1,1,2,4
8088,LAILA AGÃŠNCIA DE VIAGENS E TURISMO S/S LTDA - ME,Latin America,2016-06-30,2022-06-01,2022-10-05,2022-12-23,17,56685.15,9,80,0.2125,0,2.1972245773362196,-1.5488132906176655,10.945267550650897,3,2,3,8
10374,LE TOUR TURISMO - BOT,Latin America,2017-02-02,2017-02-02,2022-10-05,2022-12-07,40,13467.94,25,64,0.625,0,3.2188758248682006,-0.4700036292457356,9.508067325266586,2,2,3,7
42047,TB TRAVEL,Latin America,2021-02-11,2021-03-05,2022-10-05,2022-12-16,23,3059.49,16,73,0.3150684931506849,0,2.772588722239781,-1.1549652252192415,8.026003514389327,2,2,2,6
24747,TROPITOURS,Latin America,2019-01-22,2019-03-07,2022-10-05,2022-12-15,7,1483.77,17,72,0.09722222222222222,0,2.833213344056216,-2.330755969960742,7.302341425192762,2,1,1,4
24050,IBERICA VIAJES Y TURISMO,Latin America,2018-12-12,2019-03-12,2022-10-05,2022-12-18,41,21310.81,14,75,0.5466666666666666,0,2.6390573296152584,-0.6039160468320027,9.96696973469408,2,2,3,7
26530,LEDO INTERNATIONAL CORP,North America,2019-03-20,2022-03-30,2022-10-05,2022-12-23,4,2552.14,9,80,0.05,0,2.1972245773362196,-2.995732273553991,7.844687501894153,3,1,2,6
57961,FLYTOUR LW,Latin America,2022-05-12,2022-08-29,2022-10-05,2022-10-05,1,967.3,88,1,1.0,0,4.477336814478207,0.0,6.874508685188501,1,3,1,5
23409,MANGO TRAVEL,Latin America,2018-11-20,2018-12-19,2022-10-05,2022-12-21,19,6067.26,11,78,0.24358974358974358,0,2.3978952727983707,-1.4122698475231512,8.710662381812256,2,2,2,6
61247,FULL TRIPS SAS,Latin America,2022-07-19,2022-07-24,2022-10-05,2022-11-30,6,1951.01,32,57,0.10526315789473684,0,3.4657359027997265,-2.2512917986064953,7.576102466186603,2,1,2,5
45989,MUNDO VIAJES,Latin America,2021-07-21,2021-07-21,2022-10-05,2022-12-22,48,42755.17,10,79,0.6075949367088608,0,2.302585092994046,-0.4982468415591305,10.663245402725291,3,2,3,8
56843,WHITE SANDS TRAVEL & TOURISM,Middle East,2022-04-09,2022-06-11,2022-10-05,2022-12-26,6,1450.25,6,83,0.07228915662650602,0,1.791759469228055,-2.627081138568543,7.279491234346174,3,1,1,5
3980,TRAVEL TIMES (MADINAH),Middle East,2014-09-25,2014-10-23,2022-10-05,2022-12-22,35,17544.07,10,79,0.4430379746835443,0,2.302585092994046,-0.8140997909776079,9.772471280057845,3,2,3,8
13108,VAI PRO MUNDO,Latin America,2017-07-19,2018-02-22,2022-10-05,2022-12-29,32,15404.82,3,86,0.37209302325581395,0,1.0986122886681098,-0.9886113934537812,9.64243572644449,3,2,3,8
11854,PROFESSIONAL LINK HOSPITALITY SERVICES,Middle East,2017-05-02,2018-01-09,2022-10-05,2022-12-29,11,7298.77,3,86,0.12790697674418605,0,1.0986122886681098,-2.056452023455137,8.895461119789232,3,1,2,6
63434,BEST EDITION TOURISM LLC,Middle East,2022-09-09,2022-09-17,2022-10-05,2022-12-22,27,23643.55,10,79,0.34177215189873417,0,2.302585092994046,-1.0736109864626924,10.070845629450506,3,2,3,8
10719,GO ES GO PLATAFORMA DE VIAJES,Latin America,2017-02-16,2017-07-01,2022-10-05,2022-12-07,31,34006.62,25,64,0.484375,0,3.2188758248682006,-0.7248958788745256,10.43431049052792,2,2,3,7
13100,SUNLINE VIAGENS E TURISMO,Latin America,2017-07-19,2018-03-08,2022-10-05,2022-12-17,21,15977.72,15,74,0.28378378378378377,0,2.70805020110221,-1.2595426554807467,9.678950530792807,2,2,3,7
28715,DNA TRAVEL ,Southern Europe,2019-05-15,2021-08-14,2022-10-05,2022-10-07,2,770.15,86,3,0.6666666666666666,0,4.454347296253507,-0.40546510810816444,6.646585301070466,1,2,1,4
16926,GE TRAVEL,Latin America,2018-03-14,2019-04-04,2022-10-05,2022-12-26,32,22066.45,6,83,0.3855421686746988,0,1.791759469228055,-0.9531047049968713,10.001813634477669,3,2,3,8
10653,LIVE TOURS,Latin America,2017-02-14,2018-02-05,2022-10-05,2022-12-22,54,17301.92,10,79,0.6835443037974683,0,2.302585092994046,-0.38046380590274714,9.75857275698671,3,3,3,9
4404,ATTAR TRAVEL FRANCHISE (TAIF),Middle East,2014-12-02,2015-03-17,2022-10-05,2022-11-24,2,2515.97,38,51,0.0392156862745098,0,3.6375861597263857,-3.2386784521643803,7.830413694060849,1,1,2,4
26798,ASSAFIR FOR TOURS & TOURSIM,Africa,2019-03-28,2019-04-18,2022-10-05,2022-10-05,1,258.67,88,1,1.0,0,4.477336814478207,0.0,5.555553118030016,1,3,1,5
34817,TRIP IN VIAGENS E FRANQUIAS,Latin America,2019-11-08,2019-12-21,2022-10-05,2022-12-21,53,33663.4,11,78,0.6794871794871795,0,2.3978952727983707,-0.38641691313746984,10.42416647274463,2,2,3,7
8423,GET OUT N ABOUT TRAVEL,Latin America,2016-08-01,2018-01-10,2022-10-05,2022-12-27,8,11672.53,5,84,0.09523809523809523,0,1.6094379124341003,-2.3513752571634776,9.364993496985289,3,1,3,7
2473,WONDER TRAVEL,Middle East,2013-12-10,2013-12-30,2022-10-05,2022-12-30,45,10207.77,2,87,0.5172413793103449,0,0.6931471805599453,-0.6592456288842639,9.230904473982774,3,2,3,8
57466,ROTEIRO IDEAL TUR,Latin America,2022-04-26,2022-04-27,2022-10-05,2022-12-08,8,3346.88,24,65,0.12307692307692308,0,3.1780538303479458,-2.094945728215801,8.115783847565904,2,1,2,5
52147,AMO EMBARQUE TURISMO,Latin America,2021-11-23,2021-11-24,2022-10-05,2022-11-16,16,11642.57,46,43,0.37209302325581395,0,3.828641396489095,-0.9886113934537812,9.362423487292828,1,2,3,6
10000,AMEELYCO TRAVEL DMCC,Middle East,2016-12-28,2019-11-27,2022-10-05,2022-12-29,27,46533.45,3,86,0.313953488372093,0,1.0986122886681098,-1.1585104302491787,10.74792668780248,3,2,3,8
37940,ALVARO QUINTERO REPRESENTACIONES TURISTICAS,Latin America,2020-03-10,2022-04-07,2022-10-05,2022-10-05,1,116.73,88,1,1.0,0,4.477336814478207,0.0,4.759863575664572,1,3,1,5
42923,LAGENCIA TRAVEL ,Latin America,2021-04-07,2021-04-07,2022-10-05,2022-12-27,84,21342.19,5,84,1.0,0,1.6094379124341003,0.0,9.968441143770187,3,3,3,9
47332,TRAVEL VIAJES GROUP,Latin America,2021-08-31,2021-10-21,2022-10-05,2022-11-25,13,16310.93,37,52,0.25,0,3.6109179126442243,-1.3862943611198906,9.699590714222454,1,2,3,6
